icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
ac0b74,1662219349.0,,1662222173,,SWA1346 ,KLAX,,KLAS,,737-8,,N8751R
a86061,1662170430.0,,1662183776,,NKS1073 ,KLAX,,KBNA,,A320-232,A320,N639NK
a364ea,1662229931.0,,1662232091,,DAL566  ,,,KATL,,A321 211SL,A321,N318DX
4841a6,1662211976.0,1662211977.0,1662216798,1662216797.0,KLM1655 ,EHAM,EHAM,LIPZ,LIPZ,737NG 9K2/W,B739,PH-BXT
4401e4,1662187663.0,1662187717.0,1662190584,1662190583.0,EJU81RG ,LFMN,LFMN,LIPZ,LIPZ,,,
a3ef7e,1662227295.0,,1662232889,,UAL521T ,KSFO,,KPHX,,737-824,B738,N35260
aacc32,1662221686.0,,1662222426,,SKW4666 ,KDEN,,,,CL-600-2C10,CRJ7,N795SK
3c66af,1662182519.0,1662182877.0,1662187252,1662187181.0,DLH2CT  ,EDDF,EDDF,LHBP,LHBP,A320 214SL,A320,D-AIUO
4baa88,1662188735.0,,1662191115,,THY9BF  ,,,LTFM,,A321 231SL,A321,TC-JTH
e47e96,1662206646.0,,1662207388,,LTG8499 ,,,SBKP,,767 316F/W,B763,PR-ABB
a3c2af,1662230430.0,,1662234449,,N341TA  ,KO88,,KO88,,PA-28-181,,N341TA
503c38,1662195920.0,,1662198413,,LYBRI   ,EYVP,,EYVP,,Bristell UL,NG5,LY-BRI
a7b7fb,1662159087.0,,1662163876,,LXJ597  ,,,KLAS,,BD-100-1A10,,N597FX
a88d40,1662231711.0,,1662234212,,N650FJ  ,,,KSAT,,GVI (G650ER),G650,N650FJ
398566,1662203167.0,,1662206807,,AFR53FR ,LFPG,,LFIX,,EMB-190 STD,E190,F-HBLG
3c4b49,1662198482.0,1662198483.0,1662204749,1662204813.0,EWG39H  ,EDJA,EDJA,LEPA,LEPA,A320 216,A320,D-ABZI
4400ec,1662207510.0,1662207484.0,1662231891,1662231890.0,EJU7474 ,LFBD,GCRR,LFBD,LFBD,,,
888128,1662163879.0,,1662165299,,VJC421  ,,,,,A321 211SL,A321,VN-A677
0a0018,1662235250.0,,1662238964,,DAH1800 ,DAAG,,LFNR,,737NG 8D6/W,B738,7T-VJJ
a35843,1662225620.0,,1662228084,,UAL1016 ,,,,,737-924,B739,N31412
407ac4,1662197660.0,,1662205284,,TOM1HN  ,LEPA,,EGNX,,Boeing 737-8K5,B738,G-TUKM
3c4895,1662197310.0,,1662208867,,EWG8VS  ,LGKO,,EDDH,,A320 214,A320,D-ABDU
a2254c,1662218189.0,,1662223611,,N2373K  ,KRDG,,KRDG,,,,
4d2338,1662179043.0,,1662185609,,EWG68NG ,EDDS,,LGTS,,Airbus A320-214,A320,9H-AMI
89405c,1662188161.0,,1662200644,,GFA036  ,,OBBI,LGMK,LGMK,A320 214,A320,A9C-AE
a0540a,1662213098.0,,1662227254,,DAL868  ,KATL,,KSAN,,A321-211,,N120DN
4ca808,1662196923.0,,1662203587,,RYR7BT  ,LEBL,,EGSS,,BOEING 737-8AS,B738,EI-EKI
4b028f,1662223876.0,1662223787.0,1662227100,1662227073.0,SWR358H ,LIRQ,LIRQ,LSZH,LSZH,E190-E2,E290,HB-AZF
a4080c,1662173657.0,,1662174326,,UPS354  ,KMIA,,,,767-34AF,B763,N359UP
49c1f5,1662190393.0,,1662191391,,OKWUR07 ,LKMT,,LKMT,,,,
4bb874,1662230190.0,,1662231745,,PGT70U  ,LTFJ,,,,A320-251N,A20N,TC-NCT
a66a7b,1662206433.0,,1662210719,,N512SP  ,K14A,,KHKY,,172S,,N512SP
a73d45,1662167140.0,,1662169107,,ASA839  ,KSEA,,,,737-890,B738,N566AS
a0d99a,1662229058.0,,1662230187,,N154FT  ,KFTW,,KCPT,,PA-28-161,,N154FT
aa838d,1662217970.0,,1662220107,,N777FH  ,K14A,,KGCY,,S35,,N777FH
ad3870,1662241660.0,,1662244979,,DAL1323 ,KBIX,,KATL,,717-200,B712,N951AT
020145,1662208175.0,,1662219358,,MAC492  ,,,GMMN,,A320-214,A320,CN-NMO
47a7a8,1662215167.0,,1662217139,,NOZ620  ,ENGM,,ENBR,,Boeing 737NG 8JP/W,B738,LN-NGK
a73e48,1662222030.0,,1662225065,,N566MA  ,KTEB,,KMTN,,PA46-500TP,P46T,N566MA
7103da,1662233481.0,,1662237643,,SVA595  ,OMDB,,,,,,
a448fc,1662215664.0,,1662222769,,DAL2138 ,KSEA,,KLAS,,737-832,B738,N3752
47880f,1662200374.0,,1662209878,,FOX61C  ,LFMN,,ENGM,,Boeing 737 MAX 8,B38M,LN-FGE
3455d9,1662205633.0,,1662210804,,VOE6ND  ,,,LFRS,,,A319,EC-MTE
ab6d63,1662236233.0,,1662243332,,N83505  ,KDAB,,KMIA,,505,,N83505
320010,1662216840.0,,1662220190,,POLI111 ,LICP,,LICP,,AW.139 UH-139C,A139,MM81818
a47dd0,1662221250.0,,1662223190,,TRP3    ,KFDK,,KBWI,,AW139,A139,N389MD
a7e318,1662187326.0,,1662188653,,SKW5305 ,KDEN,,KCOS,,ERJ 170-200 LL,,N607UX
a09bbd,1662166644.0,,1662173576,,N1383U  ,KPAE,,KPAE,,172M,,N1383U
a628e8,1662202349.0,,1662207526,,N4961L  ,FD04,,08FA,,PA-28-180,,N4961L
a6b593,1662221140.0,,1662231491,,EJA531  ,,,18ME,,680A,G550,N531QS
347307,1662182388.0,1662182392.0,1662183731,,AEA4063 ,LEMD,LEMD,,LEVC,737-8GP,B738,EC-NUZ
405ee1,1662212220.0,1662212222.0,1662220975,,BAW642  ,EGLL,EGLL,,LGKF,AIRBUS A320-232,A320,G-EUYD
a897e4,1662204782.0,,1662207179,,ENY3706 ,KSWO,,KDFW,,EMB-145LR,E145,N653AE
aacfe9,1662226530.0,,1662231717,,SKW4652 ,KLAX,,,,CL-600-2C10,CRJ7,N796SK
a58aba,1662242460.0,,1662247617,,AWI3925 ,KTYS,,KORD,,CL-600-2B19,CRJ2,N456ZW
7c1bee,1662242718.0,,1662244166,,VOZ9051 ,YPPH,,,,F28 MK 0100,F100,VH-FSW
8960d9,1662227397.0,,1662228702,,UAE522  ,OMDB,,,,777 31HER,B77W,A6-EBR
3c66ad,1662201127.0,1662201425.0,1662203787,1662203786.0,DLH2LE  ,EDDF,EDDF,LKPR,LKPR,A320 214SL,A320,D-AIUM
0d0760,1662162777.0,,1662163898,,AMX548  ,,,,,737NG 852/W,B738,XA-AMC
a99282,1662169743.0,,1662175615,,PRY05   ,II32,,9OI6,,208B,C208,N716BT
a78eb5,1662221268.0,,1662227623,,N5861H  ,KCUT,,K3V0,,R66,,N5861H
4ca798,1662200953.0,,1662203995,1662203992.0,ITY1531 ,,LIEE,LIML,LIML,A320-216,A320,EI-DTE
471f31,1662165578.0,1662165579.0,1662177501,1662177492.0,WZZ2264 ,LPPT,LPPT,EPWA,EPWA,A321-271NX,A21N,HA-LVD
a06386,1662227896.0,,1662228553,,N124KY  ,KSPG,,KTPF,,T182T,,N124KY
76cd45,1662176513.0,,1662219530,,SIA326  ,,,EDDF,,A350-941,A359,9V-SJE
70605d,1662119838.0,,1662174053,,KAC411  ,LTFM,,VTBS,,777 300ER,B77W,9K-AOK
440c35,1662183448.0,,1662187037,,EJU34QP ,EHAM,,EKCH,,Airbus A320-251N,A20N,OE-LSA
a8c6e1,1662208537.0,,1662222199,,AAL1393 ,KBNA,,KHHR,,A320-232,A320,N665AW
7c68c9,1662180300.0,,1662181933,,QFA1951 ,,,YPAD,,,,
a384f6,1662226740.0,,1662227482,,N326DS  ,PN11,,32PN,,DA 40,,N326DS
155c36,1662210333.0,,1662214981,,SDM6114 ,,,ULLI,,Sukhoi Superjet 100-95B,SU95,RA-89142
a944ea,1662240728.0,,1662243821,,N697CA  ,KSNA,,KMYF,,PA-28-181,,N697CA
a100ae,1662231691.0,,1662232864,,N164BL  ,KUBE,,KSGS,,RV-6A,,N164BL
aa486f,1662241238.0,,1662243417,,N7616F  ,KEIK,,KBJC,,PA-28-151,,N7616F
c82349,1662170753.0,,1662171567,,ANZ135M ,NZAA,,,,ATR 72 600,AT76,ZK-MVL
a8f681,1662237764.0,,1662240495,,N677J   ,,,KLBB,,E-90,BE9L,N677J
8a0816,1662169994.0,,1662196826,,LNI102  ,,,,,Airbus A330-941,A339,PK-LER
a557c3,1662166713.0,,1662170555,,SWA6503 ,KLAS,,KSMF,,737-7H4,B737,N443WN
342202,1662184609.0,1662184479.0,1662187037,1662187160.0,SWT224P ,LEMH,LEMH,LEBL,LEBL,EMB-120 ER/F,E120,EC-JBD
7c806a,1662118017.0,,1662167017,,QFA93   ,YMML,,KLAX,,787-9 Dreamliner,B789,VH-ZNG
abe101,1662227632.0,,1662232109,,SWA4711 ,KBWI,,GA39,,737-8H4,B738,N8647A
344195,1662235126.0,,1662236535,,ANE008  ,LEPA,,,,CRJ 1000 NG,CRJX,EC-LOJ
a4ae43,1662222340.0,,1662224270,,N400ST  ,MN87,,KFSD,,Cessna 525C Citation CJ4,C25C,N400ST
8880e7,1662194460.0,,1662195678,,HVN172  ,,,VVGL,,A350 941,A359,VN-A889
4bb84e,1662228291.0,,1662229259,,PGT73M  ,LTFJ,,,, Airbus A320-251N ,A20N,TC-NBN 
a480cb,1662237257.0,,1662244708,,N39DR   ,KRUT,,KABE,,PA-28-181,,N39DR
a036f2,1662163361.0,,1662165539,,N1127D  ,02GE,,KRYY,,172S,,N1127D
4bc846,1662213110.0,1662213112.0,1662224847,1662224865.0,PGT1100 ,LEMD,LEMD,LTFJ,LTFJ,A-321neo,A21N,TC-RBF
a5e095,1662160737.0,,1662165929,,UAL330  ,KORD,,KRIC,,A320-232,A320,N478UA
a8e2d6,1662228630.0,,1662232109,,DAL2790 ,KATL,,KTPA,,757 232/W,B752,N67171
a4945f,1662216131.0,,1662223649,,UAL2082 ,KORD,,KMCO,,737-924ER,B739,N39423
800cdc,1662201902.0,,1662202589,,IGO6616 ,,,,,A320-271N,A20N,VT-IVP
06a073,1662169299.0,,1662172034,,QTR7Q   ,,,OTHH,,777 2DZLR,B77L,A7-BBC
842208,1662198660.0,,1662201015,,FDA237  ,,,RJBE,,EMB-175 200LR,E75L,JA09FJ
896533,1662188755.0,,1662205138,,FDB5KV  ,OMDB,,LROP,,737-8 MAX,B38M,A6-FML
344648,1662199593.0,1662199594.0,1662202526,1662202616.0,IBE30CW ,LEMD,LEMD,LEBL,LEBL,Airbus A320 214SL,A320,EC-MDK
acce52,1662161946.0,,1662167615,,N924PG  ,KVRB,,,,MU-2B-60,MU2,N924PG
a1a28e,1662211966.0,,1662212632,,N204TF  ,KSTC,,MY15,,,,
899146,1662177984.0,,1662180179,,UIA8609 ,RCSS,,RCQC,,ATR 72 600,AT76,B-17011
a062c3,1662209600.0,,1662214315,,N124CC  ,,,KFWS,,PA-46-310P,,N124CC
e8032d,1662153239.0,,1662168443,,SKX5424 ,SPJC,,,,,,CC-AZI
a6f63b,1662220969.0,,1662224998,,KAP5    ,KLEB,,KHPN,,402C,,N548GA
a980d0,1662226691.0,,1662232067,,N711LT  ,KBJC,,KF69,,650,C650,N711LT
4007ec,1662213422.0,1662213385.0,1662244696,1662244685.0,BAW41C  ,EGKK,EGKK,KMCO,KMCO,BOEING 777-236,B772,G-YMMA
3c644c,1662198254.0,1662198255.0,1662202117,1662202116.0,DLH7FL  ,EDDM,EDDM,LYBE,LYBE,Airbus A319-112,A319,D-AIBL
503d6f,1662233675.0,,1662238536,,CFG1VL  ,,,EDDM,,,,
3ff651,1662195717.0,,1662198832,,DMYPT   ,EDLY,,EDWE,,,,
49130d,1662195051.0,,1662197837,,NJE635H ,LEMD,,LEIB,,Citation XLS,C56X,CS-DXM
06a2c5,1662168639.0,,1662215177,,QTR41C  ,KORD,,OTHH,,777-300ER,,A7-BEV
a2512b,1662218542.0,,1662220528,,N2488D  ,K06C,,K06C,,170B,,N2488D
405704,1662207935.0,1662207940.0,1662214462,1662214461.0,GMA702  ,LOWW,LOWW,EGKB,EGKB,CANADAIR CL600-2B16 (604 VARIANT) Challenger 604,CL60,G-XONE
4b8e0c,1662175865.0,,1662177558,,PGT19K  ,,,LTAI,,Boeing 737NG 82R/W,B738,TC-CPL
4ca736,1662187050.0,,1662193817,1662193813.0,RYR8TE  ,,GMFF,LIPH,LIPH,BOEING 737-8AS,B738,EI-EBM
aa7639,1662215594.0,,1662216688,,N773X   ,KSPG,,KSPG,,AS 350 B3,,N773X
4400e9,1662202338.0,,1662210023,,EJU91RD ,LFBO,,,,,A319,OE-LKJ
7c5320,1662173703.0,,1662203729,,QFA19   ,YSSY,,RPLL,,A330 303,A333,VH-QPE
440c35,1662228905.0,1662228892.0,1662236692,1662236576.0,EJU75CA ,LEIB,LEIB,EHAM,EHAM,Airbus A320-251N,A20N,OE-LSA
7c6359,1662213287.0,,1662221309,,TWR     ,YMEN,,YSBK,,PA-31-350 Chieftain,PA31,VH-TWR
aa6466,1662206675.0,,1662212023,,EJA769  ,KRDU,,KBOS,,BD-100-1A10,CL35,N769QS
a21e1f,1662240821.0,,1662241680,,N2355E  ,KVGT,,KVGT,,172N,,N2355E
a6a54e,1662160852.0,,1662164067,,N5270G  ,KLOT,,KJOT,,172S,,N5270G
493033,1662217872.0,1662217873.0,1662219772,,NJE169P ,LSZH,LSZH,LFHC,LFLY,Citation Latitude,C68A,CS-LAS
3e1a56,1662200530.0,1662200532.0,1662205736,1662205733.0,DIBEC   ,EDDN,EDDN,LOWW,LOWW,Diamond DA62,DA62,D-IBEC
a5adf1,1662224542.0,,1662231568,,UAL2403 ,FL59,,KIAD,,A320-232,A320,N465UA
a6fa8b,1662242763.0,,1662247066,,N549ND  ,KBJC,,KBJC,,172S,C172,N549ND
3c09f2,1662180373.0,,1662185686,,EWG16LW ,EDDL,,,,A319 112,A319,D-ASTX
a325fd,1662175096.0,,1662179220,,AAL2833 ,KDFW,,AL40,,A319-115,A319,N3014R
c82513,1662243074.0,,1662244129,,GBA588  ,,,NZAA,,208B Grand Caravan,C208,ZK-SDC
a8f338,1662234323.0,,1662241998,,NKS1228 ,KMCO,,KHFD,,A321-231,A321,N676NK
4d23c3,1662220068.0,1662220069.0,1662227323,,CXI2UU  ,LSZH,LSZH,,LGIR,,,
ac77d3,1662212774.0,,1662221426,,AAL1647 ,KORD,,KMCO,,737-823,B738,N902NN
ad5404,1662232680.0,,1662238456,,SKW5507 ,KORD,,KHPN,,CL-600-2B19,CRJ2,N958SW
485207,1662237578.0,,1662242913,,KLM1089 ,EHAM,,EICK,,EMB-190 STD,E190,PH-EXF
40604b,1662213129.0,1662213130.0,1662216403,1662216401.0,BEE781D ,LFRB,LFRB,EGBB,EGBB,DHC-8-402 Dash 8,DH8D,G-FLBA
a4d125,1662238697.0,,1662240341,,N4095P  ,FD88,,FD30,,PA-23-160,,N4095P
750280,1662190231.0,,1662192534,,MAS1437 ,,,WMKK,,737NG 8H6/W,B738,9M-MLM
70c0c7,1662178968.0,,1662230219,,OMA316  ,VGZR,,,,737NG 81M/W,B738,A4O-BW
151da3,1662206286.0,,1662216929,,AFL1368 ,UUEE,,,,737-8LJ ,B738,RA-73123
390cc9,1662210691.0,,1662212606,,FGDGJ   ,LFPN,,LFPN,,Rallye 110ST Galopin,RALL,F-GDGJ
a70397,1662223040.0,,1662224419,,N551ES  ,KFYM,,KMDQ,,172S,,N551ES
a22178,1662239912.0,,1662243342,,N2362R  ,K1B2,,KPSM,,182G,,N2362R
a9c080,1662205642.0,,1662217497,,N7274Q  ,KHEF,,GA39,,182S,,N7274Q
a09533,1662209834.0,,1662226936,,AAL1621 ,KPHL,,KSAN,,A321-231,A321,N137AA
ab0165,1662239443.0,,1662245242,,GAJ808  ,KTTN,,KOSU,,B300,B350,N808UP
0200f8,1662190039.0,,1662198539,,RAM954V ,GMMN,,LIMC,,737NG 8B6/W,B738,CN-RGJ
a6b4f0,1662215463.0,,1662217766,,EJM20   ,KFTW,,94XS,,FALCON 2000EX,,N531JD
00834d,1662191949.0,,1662193018,,LNK101  ,,,FAOR,,,E190,ZS-YAH
a23e63,1662165228.0,,1662167176,,N2436W  ,KFCM,,MN67,,172R,,N2436W
aaa752,1662235698.0,,1662238220,,BVN7575 ,50NE,,KOMA,,208B,C208,N786FE
c03068,1662217382.0,,1662219850,,ACA1013 ,,,CYUL,,737-8 (Boeing),,C-FSIP
ad0520,1662157408.0,,1662164851,,FTH938  ,KMKC,,KPIE,,750,,N938TX
502d3e,1662190804.0,1662190806.0,1662196297,,BTI7KL  ,LOWW,LOWW,,EVRA,A220-300,BCS3,YL-AAZ
a68b79,1662218997.0,,1662223151,,N5201R  ,KCLW,,KCLW,,172M,,N5201R
a0c075,1662210293.0,,1662219809,,AAL473  ,KMIA,,KDFW,,A321-231,A321,N148AN
a42390,1662206357.0,,1662220046,,LTA66   ,KIND,,KIND,,DA 40 NG,,N366L
34444b,1662240600.0,1662240601.0,1662243817,1662243816.0,IBE3118 ,LEMD,LEMD,LPPT,LPPT,A320 214,A320,EC-LRG
495171,1662207525.0,1662207526.0,1662220924,1662221030.0,RZO6455 ,LPPT,LPPT,LPPT,LPPS,A320 214,A320,CS-TKQ
a95225,1662239366.0,,1662244147,,N7ZK    ,K47N,,KMTP,,RV-10,,N7ZK
ad537e,1662227093.0,,1662236595,,N958MM  ,KBOI,,KCIC,,PA46R-350T,,N958MM
a28261,1662225115.0,,1662229010,,N2607Y  ,KLMO,,KLMO,,PA-28-161,,N2607Y
c06151,1662246573.0,,1662247492,,WEN3356 ,CYYJ,,CYVR,,DHC-8-402 (Dehavilland),DH8D,C-GKWE
8963bd,1662204416.0,,1662206964,,ABY105  ,OMSJ,,OBBI,,A320 214SL,A320,A6-ANV
adcca8,1662230101.0,,1662237150,,N989AW  ,,,KPIE,,55,,N989AW
aa7864,1662241638.0,,1662246314,,FDX3710 ,KIND,,KBWI,,757-222,B752,N774FD
ad7479,1662208960.0,,1662211364,,ERA2002 ,MDJB,,MDJB,,DA 42,,N966WW
398249,1662202418.0,1662202347.0,1662204263,1662204261.0,ASJ488  ,LFQQ,LFQQ,LFPB,LFPB,510 Citation Mustang,C510,F-HASJ
e49294,1662205740.0,,1662206937,,AZU2406 ,SBKP,,,,A320 251NSL,A20N,PR-OBD
a82300,1662219465.0,,1662224875,,N623SP  ,KCRQ,,KCRQ,,172S,,N623SP
a954e5,1662226812.0,,1662233096,,N700DM  ,,,2TX6,,TBM 700,TBM7,N700DM
a0103b,1662201647.0,,1662205335,,DAL2073 ,KLIT,,KATL,,A321-211,,N103DY
a91349,1662219270.0,,1662226889,,NKS224  ,KMCO,,KLGA,,A321-231,,N684NK
ac6dcf,1662214837.0,,1662219823,,N90LB   ,,,KJWN,,C90,BE9L,N90LB
404a5f,1662206832.0,,1662208688,,GCCNX   ,EGXH,,EGSO,,CAP 10B Cap 10,CP10,G-CCNX
06a0a9,1662190050.0,,1662210837,,QTR20L  ,EBBR,,OTHH,,787 8,B788,A7-BCE
872968,1662191630.0,,1662193844,,ANA527  ,RJOO,,,,Boeing 737-8AL,B738,JA90AN
a98e68,1662225402.0,,1662227496,,N7148Q  ,OR28,,OR28,,182S,,N7148Q
a40b0f,1662230400.0,,1662231535,,N36MJ   ,KSLK,,KSLK,,A185F,,N36MJ
ab9078,1662232818.0,,1662239870,,UAL1675 ,KPDX,,KDEN,,A319-131,A319,N844UA
750441,1662188460.0,,1662195612,,AXM9975 ,VTBD,,WMKK,,Airbus A320 251NSL,A20N,9M-AGH
e49368,1662228939.0,,1662229799,,AZU2592 ,,,,,,,
4baa08,1662191852.0,,1662194037,,THY5EM  ,,,LTFM,,A320 232,A320,TC-JPH
ab509c,1662237378.0,,1662240582,,N828WW  ,KISM,,KISM,,172S,,N828WW
0c20b4,1662241022.0,,1662242199,,CMP321  ,,,MPMG,,737NG 8V3/W,B738,HP-1844CMP
3c49e9,1662226058.0,,1662238531,,CFG5VH  ,,,EDDL,,757 330/W,B753,D-ABOI
896434,1662207697.0,,1662210414,,ABY165  ,OMSJ,,,,A320 214SL,A320,A6-AOK
c82458,1662243437.0,,1662244274,,ZKTTS   ,,,NZAP,,208,C208,ZK-TTS
ad8b18,1662182772.0,,1662184619,,N972AE  ,KIWA,,KE77,,AS 350 B3,AS50,N972AE
86d200,1662187500.0,,1662189673,,ANA468  ,,,RJTT,,787 8,B788,JA811A
a4cb55,1662230688.0,,1662231333,,N408LB  ,KE16,,KE16,,172S,,N408LB
7585ed,1662172521.0,,1662186103,,CEB922  ,RPLL,,RJFF,,Airbus A320-271N,A20N,RP-C3281
4910c7,1662199094.0,,1662205079,,NJE213P ,,OERK,,LGZA,Falcon 2000EX EASy,F2EX,CS-DFG
346186,1662188985.0,,1662192929,,VLG536J ,LEZL,,LEPA,,Airbus A320-271N,A20N,EC-NFH
a7b832,1662158705.0,,1662163283,,JBU2670 ,,,KLGA,,A320-232,A320,N597JB
a9fa13,1662208899.0,,1662209693,,N742BB  ,KTPF,,KSPG,,PA-28-181,,N742BB
a057c7,1662159043.0,,1662168626,,DAL1185 ,KLGA,,KMSY,,BD-500-1A10,,N121DU
a46c9a,1662216416.0,,1662230294,,UAL2633 ,KIAH,,KPDX,,737-924,B739,N38403
a07361,1662211563.0,,1662217976,,N128WC  ,KBED,,KBED,,SR20,,N128WC
ab54fe,1662243658.0,,1662248939,,N8292X  ,OR95,,67OG,,172C,,N8292X
800bb6,1662215800.0,,1662224192,,IGO676  ,VOBL,,VECC,,A320 271NSL,A20N,VT-ITJ
a5540c,1662165537.0,,1662168149,,SWA1759 ,KLGB,,KLAS,,737-7H4,B737,N442WN
a2c087,1662237186.0,,1662241986,,ASA290  ,KLAX,,,,737-900ER,B739,N277AK
a3f36d,1662212703.0,,1662215360,,N3538L  ,K3N6,,JY04,,172S,,N3538L
155c1a,1662179981.0,,1662190938,,SDM6534 ,,,UUEE,,Sukhoi Superjet 100-95B,SU95,RA-89114
abe77a,1662174991.0,,1662177378,,SWA1892 ,KMDW,,KDTW,,737-8H4,B738,N8660A
471f74,1662196260.0,1662196261.0,1662201144,,WZZ2619 ,LSZM,LFSB,,LYNI,A321 231SL,A321,HA-LXS
ac4aa1,1662226400.0,,1662227231,,N891SF  ,,,KFRG,,SR22T,,N891SF
a58e1e,1662176802.0,,1662185486,,SWA4989 ,KHOU,,KDCA,,737-7H4,B737,N457WN
c02fe7,1662156378.0,,1662170903,,ACA1063 ,KAUS,,CYVR,,737-8 (Boeing),B38M,C-FSDQ
a43d09,1662174311.0,,1662179753,,UPS1191 ,KPHL,,KSDF,,767-300F,,N372UP
0a008b,1662181294.0,,1662182999,,DAH6946 ,,,DAAG,,737NG 8D6/W,B738,7T-VKL
a9eec1,1662207060.0,,1662208215,,N739ZH  ,KN14,,KN14,,172N,,N739ZH
a211ef,1662211577.0,,1662220436,,SWA1401 ,KLAS,,KAXH,,737NG 7H4/W,B737,N232WN
a909b8,1662231273.0,,1662232276,,KAP219  ,KBOS,,KPVC,,402C,,N6813J
ac6d90,1662214956.0,,1662217901,,N90HP   ,KOUN,,KCQB,,182T,,N90HP
ac9ac3,1662165440.0,,1662166298,,N911DX  ,KIFA,,73IA,,429,,N911DX
4067f0,1662190268.0,,1662197727,,TOM79A  ,EGGW,,LEPA,,BOEING 737-8K5,B738,G-TAWM
45ab50,1662219612.0,,1662225715,1662225672.0,JTD386  ,,LDSP,EKCH,EKCH,Boeing 737-8U3,B738,OY-JZP
c0174d,1662199851.0,1662199852.0,1662229064,1662228524.0,ACA835  ,EDDM,EDDM,CYYZ,CYYZ,777-233LR (Boeing),B77L,C-FIVK
aa7ac8,1662238026.0,,1662244386,,SWA4756 ,KSAV,,KMDW,,737-7BD,B737,N7744A
a814eb,1662218444.0,,1662219754,,N62LN   ,K44N,,KSNC,,PA 46-350P,,N62LN
acdffc,1662156578.0,,1662173203,,DAL763  ,KRDU,,KLAX,,737-900ER,,N929DZ
4d2242,1662182059.0,,1662189995,,RYR28DU ,LFBD,,,,Boeing 737-8AS (W),B738,9H-QCD
ad2d51,1662170643.0,,1662174172,,CAP401  ,KSNA,,KSNA,,182Q,,N94800
471f5c,1662203457.0,,1662208919,,WZZ1178 ,,,LCLK,,Airbus A320-232 Sl,A320,HA-LWU
80149b,1662233400.0,,1662235475,,IGO1207 ,VOMM,,,,Airbus A321-251NX,A21N,VT-ILW
44ce6c,1662191790.0,1662191791.0,1662195562,1662195559.0,BEL2QT  ,EBBR,EBBR,LKPR,LKPR,A319 111,A319,OO-SSL
ad2d3d,1662213396.0,,1662219778,,N9480E  ,KMPO,,KMPO,,172N,,N9480E
a7e0fa,1662215063.0,,1662217102,,N6068A  ,K57C,,35WI,,172,,N6068A
a4943e,1662220181.0,,1662226889,,UAL2684 ,KORD,,KDEN,,737-924ER,B739,N39415
a5dd36,1662222486.0,,1662225355,,N477XP  ,VA45,,VG43,,208B,C208,N477XP
401152,1662185404.0,,1662188095,,BEE1UK  ,EGBB,,EGAC,,DHC-8-402 Dash 8,DH8D,G-JECX
aa7002,1662210813.0,,1662212527,,N77161  ,2FD1,,97FL,,140,,N77161
801414,1662167529.0,,1662169520,,IGO7225 ,,,,,ATR 72-600,AT76,VT-IXX
4ca56c,1662214350.0,,1662218334,,RYR7041 ,LEMD,,,,BOEING 737-8AS,B738,EI-DWG
a98ee0,1662229111.0,,1662231488,,CAP1915 ,KHYA,,KPYM,,182T,,N715CP
06a0ab,1662160345.0,,1662192796,,QTR930  ,,,RPLC,,787 8,B788,A7-BCG
a0c91f,1662217876.0,,1662225277,,N15PD   ,KJYO,,KJYO,,M20R,,N15PD
8681b4,1662175666.0,,1662180136,,SKY010  ,RJFF,,RJTT,,737NG 81D/W,B738,JA73NN
899054,1662174404.0,,1662175570,,UIA8957 ,RCMQ,,,,A321 211SL,A321,B-16212
c04f5f,1662209237.0,,1662211226,,CGEBM   ,CSE4,,CZBM,,SR22 (Cirrus),,C-GEBM
486483,1662233256.0,,1662238043,,KLM55X  ,EHAM,,LFBD,,Embraer E195-E2,E295,PH-NXF
abc780,1662241899.0,,1662245924,,SWA3603 ,KSJC,,KEUG,,737-800,,N8580Z
ac7ba7,1662238028.0,,1662240895,,N903PS  ,18TA,,TE48,,SR20,,N903PS
ab6f3d,1662226961.0,,1662228137,,N836GC  ,,,K61B,,EC 130 T2,EC30,N836GC
4072dc,1662188071.0,,1662196731,,EXS63U  ,EGNX,,,,BOEING 737-86N,B738,G-DRTB
ab3aeb,1662227398.0,,1662230739,,N8222D  ,KFRG,,KFRG,,PA-28-161,,N8222D
a71b43,1662224239.0,,1662228419,,AAL2544 ,KUZA,,KMCO,,A321-231,A321,N557UW
407185,1662208028.0,,1662215499,,CLF616S ,LFMN,,EGNP,,EMB-505 Phenom 300,E55P,G-HNPN
8013bd,1662173280.0,,1662176138,,IAD710  ,,,VIDP,,Airbus A320-214,A320,VT-MLE
a4ffe9,1662234731.0,,1662240501,,LXJ421  ,KSFO,,KBFI,,EMB-545,,N421FX
4ca8d4,1662236040.0,,1662242714,,RYR9TJ  ,EGSS,,LEBL,,BOEING 737-8AS,B738,EI-ENI
c05ed8,1662223653.0,,1662226852,,ACA450  ,CYYZ,,CYOW,,Airbus A220-300,BCS3,C-GJXV
a62bdc,1662210101.0,,1662219449,,UAL1407 ,KIAH,,KLAS,,A320-232,A320,N497UA
7cc4f6,1662186835.0,,1662188983,,R8852   ,YLIL,,YLIL,,,,
adc920,1662165795.0,,1662167536,,N988CT  ,KLOU,,45IN,,DA20-C1,,N988CT
acc610,1662200621.0,,1662204543,,SKW3629 ,KSAW,,KDTW,,CL-600-2B19,CRJ2,N922EV
