icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
3455da,1662239116.0,,1662244180,,VOE28TW ,,,LFQQ,,,A319,EC-MTF
48c129,1662193099.0,1662193100.0,1662200272,1662200336.0,RYR1857 ,EYVI,EYVI,EDFH,EDFH,Boeing 737-8AS (W),B738,SP-RKK
ac9e4e,1662191617.0,,1662192536,,N912CC  ,KDOV,,KGED,,MBB-BK 117 C-2,EC45,N912CC
406942,1662189308.0,,1662191186,,GSNSI   ,EGNJ,,,,AGUSTA AW139,A139,G-SNSI
a95dba,1662156163.0,,1662172198,,DAL1012 ,KLAS,,KJFK,,757 2Q8/W,B752,N702TW
a6812d,1662238243.0,,1662241102,,N518WT  ,K21D,,KEST,,SR22T,,N518WT
c0774c,1662219488.0,,1662222632,,CGTEP   ,CNC3,,CNC3,,Piper PA-44-180,PA44,C-GTEP
a44988,1662225180.0,,1662229053,,DAL2110 ,KATL,,KCMH,,737-832,B738,N3756
0d04df,1662225811.0,,1662227413,,SLI869  ,,,,,EMB-190 LR,E190,XA-JAC
440486,1662222713.0,,1662230639,,EJU36TR ,LBWV,,EDDB,,,,
3d09fe,1662213799.0,,1662214559,,DECAO   ,EDHK,,EDHK,,172R Skyhawk,C172,D-ECAO
008081,1662208531.0,,1662209809,,LNK105  ,,,FAOR,,,,
a3e658,1662222661.0,,1662227496,,AAL949  ,KMIA,,,,737-8,,N350RV
e0958f,1662218658.0,,1662219927,,JES3460 ,,,SABE,,A320 232,A320,LV-IVO
a3a0ca,1662207609.0,,1662215609,,UAL2672 ,KSEA,,KDEN,,737-824,B738,N33284
a861d0,1662229365.0,,1662230669,,N6392G  ,KFDK,,KFDK,,172N,,N6392G
a010fc,1662238335.0,,1662240979,,N103MR  ,CA66,,KDVO,,T206H,,N103MR
a3db93,1662155279.0,,1662163558,,FFT2500 ,KTPA,,KBUF,,A320-251N,,N348FR
8881bd,1662188365.0,,1662189657,,BAV1031 ,VVGL,,,,Embraer ERJ-190LR,E190,VN-A269
0100f6,1662194836.0,,1662207337,,AMV6183 ,,,LEMD,,737NG 86N/W,B738,SU-BPZ
ac1b8b,1662180870.0,,1662182283,,WSN24   ,,,KHHR,,PC-12/47E,,N88AQ
a54520,1662217957.0,,1662219791,,LXJ439  ,KHPN,,MA72,,EMB-545,LJ45,N439FX
484160,1662181155.0,,1662185107,,KLM34V  ,EDDM,,EHAM,,737NG 8K2/W,B738,PH-BXG
4bab5a,1662192585.0,,1662195643,1662195637.0,THY3UQ  ,,LTBS,OLBA,OLBA,Boeing 737-8KV,B738,TC-JZZ
4cafb5,1662188481.0,,1662202409,,RYR61TQ ,EGCC,,,,Boeing 737-8AS,B738,EI-GSI
a56e68,1662237707.0,,1662238627,,N4490D  ,KX21,,KX21,,,,
ace6b3,1662233730.0,,1662237714,,ASH5750 ,,,KPHX,,CL-600-2D24,CRJ9,N930LR
aaec82,1662225961.0,,1662226798,,N8026N  ,K71N,,8PA4,,PA-28-140,,N8026N
3c0ca7,1662223845.0,,1662237258,1662237257.0,TUI6G   ,,GCLP,EDDL,EDDL,737NG 8K5/W,B738,D-ATUO
75049d,1662248193.0,,1662248983,,AXM6224 ,,,,,Airbus A320-251N,A20N,9M-RAK
e497c0,1662227341.0,,1662228475,,PROTN   ,,,SBCB,,Airbus Helicopters H175,EC75,PR-OTN
a885f4,1662213815.0,,1662221474,,UAL2259 ,KMCO,,KEWR,,737-924ER,B739,N64844
8411a4,1662168451.0,,1662173572,,JAL313  ,RJTT,,RJFF,,A350-941,A359,JA04XJ
c01ec5,1662168970.0,,1662174624,,POE271  ,CYOW,,CYHZ,,DHC-8-402 (Dehavilland),DH8D,C-FLQY
868088,1662189544.0,,1662194959,,SKY019  ,RJTT,,RJFF,,737-8AL(WL),B738,
3e5d62,1662209501.0,,1662211692,,DKAOG   ,,,EDVN,,HK 36TTC 115 Super Dimona,DIMO,D-KAOG
c041b9,1662209612.0,,1662222946,,SWG442  ,CYYZ,,MDBG,,Boeing 737 MAX 8,B38M,C-FYXC
a8b75f,1662195617.0,1662195644.0,1662222168,1662222167.0,UAL50   ,LEMD,LEMD,KEWR,KEWR,767-424ER,B764,N66056
a22eaa,1662220199.0,,1662226492,,N24LK   ,KBVO,,KMLE,,A36,,N24LK
a52e5b,1662181801.0,,1662189277,,ATN3569 ,KSBD,,KSEA,,767-381(SF),,N433AZ
a1818d,1662208147.0,,1662209478,,N1965S  ,K17N,,KN40,,S35,,N1965S
c05e2d,1662236892.0,,1662239325,,CGJRG   ,,,CAM3,,PC-12/47E (Pilatus),PC12,C-GJRG
0a0022,1662228796.0,,1662229973,,DAH6006 ,DAAG,,,,737NG 8D6/W,B738,7T-VJP
acf34b,1662205806.0,,1662207075,,MRA637  ,KTUL,,88OK,,208B,C208,N9331B
48c122,1662230297.0,,1662233601,,RYR3268 ,ESGG,,EVEA,,737-8AS (W),B738,SP-RKC
a868f7,1662201466.0,,1662203021,,PDT6095 ,KUNV,,KPHL,,EMB-145LR,E145,N641AE
a6d9bf,1662215940.0,,1662221587,,DAL2847 ,KSEA,,KSLC,,757-251,B752,N540US
aa3579,1662219351.0,,1662228119,,EJA757  ,KMMU,,FA69,,BD-100-1A10,,N757QS
adf1f3,1662240470.0,,1662241743,,N998SH  ,,,KSNA,,369 D,H500,N998SH
8a08e8,1662185951.0,,1662189191,,BTK6884 ,,,,,Airbus A320-232,A320,PK-BKF
880c4a,1662188964.0,,1662189867,,AIQ3025 ,VTBD,,,,A320-251N,A20N,HS-CBJ
a1f2c1,1662214626.0,,1662227319,,N2244   ,,,KIAD,,PC-12/47E,PC12,N2244
801502,1662136297.0,,1662165994,,IGO9001 ,EDHI,,VIDP,,,,
a9ed97,1662208819.0,,1662213269,,N739MK  ,KCDW,,KCDW,,172N,C172,N739MK
84b42f,1662186977.0,,1662188034,,APJ286  ,,,RJFF,,Airbus A320-251N,A20N,JA204P
400382,1662241198.0,,1662243831,,IWY270  ,MBPV,,,,EMB-120 RT,E120,VQ-TBC
a360e3,1662170601.0,,1662177385,,ASA210  ,KSEA,,KSFO,,737-990,B739,N317AS
a6beaa,1662215534.0,,1662219583,,N5335S  ,KBJC,,KBJC,,172S,SKYHAWK,N5335S
a811c0,1662169018.0,,1662173878,,SCU24   ,42KS,,KRVS,,PA-28-181,,N619SC
a82298,1662221365.0,,1662228719,,NKS3110 ,KBWI,,KMIA,,A320-232,A320,N623NK
484cbc,1662157683.0,,1662196433,,KLM104  ,FACT,,EHAM,,777 306ER,B77W,PH-BVI
c07e32,1662168158.0,,1662185214,,ACA513  ,CYYZ,,KPDX,,,,
a02ff6,1662231429.0,,1662243185,,N111AM  ,,,03NY,,G-V,G550,N111AM
4bc849,1662220740.0,,1662223037,,PGT64K  ,LTFJ,,,,Airbus A321-251NX,A21N,TC-RBI
48455a,1662203889.0,1662203876.0,1662210699,1662210698.0,KLM1602 ,LIRF,LIRF,EHAM,EHAM,737NG 8K2/W,B738,PH-BGC
ab8a03,1662215671.0,,1662216835,,N84225  ,9TE0,,KF46,,172K,,N84225
0101ba,1662192882.0,,1662195080,,MSR747  ,,,,,737NG 800/W,B738,SU-GEJ
06a2e0,1662187714.0,,1662212189,,QTR8344 ,OTHH,,VTBS,,Boeing 777F,B77F,A7-BFS
aa5b92,1662200491.0,,1662228280,,AAL199  ,LIMC,,KJFK,,777-223,B772,N767AJ
aa6113,1662208254.0,,1662218987,,AAL678  ,KMSN,,KPHX,,A319-112,A319,N768US
a43ee5,1662210202.0,,1662215285,,UAL735  ,,,KDEN,,737-824,B738,N37290
71c279,1662192500.0,,1662195027,,AAR8988 ,,,RKSS,,A321 231,A321,HL8279
800d60,1662213453.0,,1662215507,,IGO6695 ,,,VECC,,Airbus A320-271N,A20N,VT-IZR
468d07,1662213013.0,,1662224184,1662224183.0,SEH8650 ,,LGIR,EBBR,EBBR,Airbus A320-251N,A20N,SX-CHG
341646,1662184849.0,1662184852.0,1662186153,,IBE04WB ,LEMD,LEMD,,LEBB,A321 212,A321,EC-IJN
471f8d,1662233051.0,1662232958.0,1662241246,1662241245.0,WZZ3264 ,LLBG,LLBG,LROP,LROP,Airbus A320 232SL,A320,HA-LYR
4bb146,1662232973.0,1662232875.0,1662235522,,THY2EP  ,LGAV,LGAV,LTBU,LTFM,777 3F2ER,B77W,TC-LJF
a2fe92,1662222004.0,,1662223046,,N292TA  ,KOFP,,25VA,,P92 EAGLET,,N292TA
a51d1b,1662156967.0,,1662165665,,AAL646  ,KDFW,,KMIA,,A321-253NX,,N429AN
4072f8,1662215672.0,,1662218082,,GTOES   ,EGBP,,EGBP,,PIPER PA-28-161 Cherokee Warrior Ii,P28A,G-TOES
4ca95e,1662196403.0,,1662203782,,RYR59KA ,LFML,,EGPH,,Boeing 737 MAX 8-200,B38M,EI-HAW
a44943,1662215004.0,,1662218728,,DAL1983 ,KATL,,,,737-832,B738,N3754A
800b9b,1662197484.0,,1662209716,,AXB193  ,,,OMDB,,737NG 86N/W,B738,VT-GHC
34628d,1662177667.0,,1662205987,1662205943.0,IBE6588 ,,SKBO,LEMD,LEMD,A350-941,A359,EC-NDR
742838,1662191492.0,,1662197572,1662197655.0,JAV271  ,,OJAI,LTFM,LTFM,737 322,B733,JY-JAX
a5b9d7,1662213522.0,,1662215977,,N4681J  ,KPNS,,KPNS,,PA-28R-180,,N4681J
846866,1662170883.0,,1662171689,,ANA1202 ,,,RJFF,,,,JA142A
4ca4f8,1662225376.0,,1662229009,,RYR4071 ,EBCI,,LFBH,,BOEING 737-8AS,B738,EI-DPV
c827a6,1662178971.0,,1662192984,,ANZ271  ,NZWN,,YBBN,,Airbus A320-271N,A20N,ZK-NHB
40756d,1662231732.0,,1662238946,,EZY69VB ,EGKK,,LEAL,,A-320neo,A20N,G-UZHO
a20d0e,1662216512.0,,1662224132,,RPA5684 ,KBOS,,KORD,,ERJ 170-200 LR,,N231JQ
7020a2,1662203112.0,,1662204744,,UBG165  ,VGTJ,,VGRJ,,ATR 72-600,AT76,S2-AKK 
7c6a5e,1662178385.0,,1662179099,,RSCU52  ,YLYK,,YPPF,,412 EP,B412,VH-VAO
4d2268,1662193801.0,,1662199979,,RYR18CW ,LFBO,,EIDW,,Boeing 737-8AS,B738,9H-QDX
acc1f3,1662218987.0,,1662223329,,DAL2641 ,KDAY,,KATL,,717-200,B712,N921AT
a2e3e9,1662224137.0,,1662227292,,N2857P  ,CA84,,KMYF,,PA-28-181,,N2857P
a2af80,1662179860.0,,1662182904,,N272SF  ,,,KSNA,,HA-420,,N272SF
a2591e,1662232802.0,,1662239926,,N250SR  ,,,OR86,,560,C560,N250SR
a4a0cd,1662205417.0,,1662214041,,DAL1272 ,KJFK,,KFLL,,737-832,B738,N398DA
4d2346,1662178547.0,,1662187179,,RYR7EX  ,LIRP,,EIDW,,,B38M,9H-VUG
4b1a3d,1662234980.0,1662234982.0,1662238784,1662238783.0,EZS74WC ,LFBD,LFBD,LSGG,LSGG,A319-111,A319,HB-JYJ
a1a74e,1662169601.0,,1662176172,,N20521  ,KHWO,,KHWO,,172M,,N20521
151e36,1662195114.0,,1662198687,,NWS029  ,,,,,Airbus A330-243,A332,RA-73270
a1ab98,1662228275.0,,1662232424,,N20668  ,KPLU,,KPLU,,172M,,N20668
a6a440,1662211876.0,,1662219879,,N527PM  ,3IN7,,KSRQ,,400A,BE40,N527PM
a6c120,1662231743.0,,1662233418,,AAL1897 ,KRDU,,KCLT,,A321-231,A321,N534UW
a78a52,1662206793.0,,1662212210,,AAL863  ,KCLT,,,,A321-231,A321,N585UW
a0c0c1,1662216949.0,,1662219631,,N148DP  ,6IL3,,KRAC,,MX-7-180,,N148DP
a055a7,1662207810.0,,1662209778,,WIG1347 ,KSYR,,KPTD,,EMB-110P1,E110,N120WA
a502d0,1662234105.0,,1662235190,,N4218K  ,CA66,,KPAO,,R44 II,R44,N4218K
c077b1,1662225951.0,,1662229347,,CGTIM   ,CYYB,,CYHM,,SA226-TC (Swearingen),SW4,C-GTIM
48645f,1662200863.0,,1662203644,,PH4V2   ,,,EHKD,,TL-3000 Sirius,TL30,PH-4V2
a9923b,1662241582.0,,1662243284,,N7159H  ,KEWR,,KEWR,,206L-3,B06,N7159H
abc058,1662162824.0,,1662169645,,SWA1648 ,KMSY,,KMDW,,737-800,,N8562Z
a85c3e,1662208574.0,,1662211252,,JBU681  ,KBOS,,KJFK,,A320-232,A320,N638JB
7c68b1,1662172876.0,,1662174297,,VOZ448  ,,,YBBN,,Embraer E190AR,E190,VH-UYR
ac8287,1662213030.0,,1662216548,,ASH5788 ,,,KPHX,,CL-600-2D24,CRJ9,N905J
aaf289,1662216646.0,,1662220645,,GAJ804  ,KBMG,,K8G6,,B300,B350,N804UP
a86fc9,1662235014.0,,1662249229,,N64250  ,KKLS,,WN80,,172M,,N64250
a945d6,1662214025.0,,1662217041,,N697MM  ,12MI,,KLWA,,PA46R-350T,,N697MM
a0c922,1662164525.0,,1662166528,,N15PG   ,,,KSNA,,525B,C25B,N15PG
a8028a,1662226391.0,,1662228910,,JIA5548 ,KCLT,,,,CL-600-2D24,,N615NN
a25b4d,1662246451.0,,1662248431,,ATN3551 ,KAFW,,KAUS,,767-323ER,,N251AZ
4bce02,1662177518.0,,1662179939,,SXS8WA  ,,,,,737-86Q,B738,TC-SPB
aaec4e,1662229214.0,,1662230093,,N80246  ,KLHM,,KLHM,,172M,,N80246
3d13e9,1662199332.0,,1662202019,,DEFUF   ,EDLT,,EDVR,,Turbulent D-1M,D31,D-EFUF
4d2232,1662230838.0,,1662233801,,RYR87DE ,,,LIRF,,Boeing 737-8AS,B738,9H-QBX
152034,1662159935.0,,1662168694,,AFL2914 ,,,USPP,,,,RA-73780
a2b691,1662236106.0,,1662243142,,ENY3743 ,KABQ,,KAUS,,ERJ 170-200 LR,,N274NN
40622f,1662223994.0,,1662236268,,EZY57BQ ,,,EGGW,,AIRBUS A320-214,A320,G-EZTX
758685,1662237159.0,,1662238699,,CEB951  ,RPLL,,,,Airbus A321-271NX,A21N,RP-C4124
3df799,1662204547.0,,1662205398,,WHS1AB  ,,,EDWE,,AW.139,A139,D-HOAB
151ecb,1662192451.0,,1662196318,,SBI1236 ,,,UUDD,,,,RA-73419
ac72a8,1662225717.0,,1662227965,,N9008M  ,K1B1,,KK09,,180H,,N9008M
a2cffc,1662172030.0,,1662174539,,SWA1069 ,KBNA,,SC08,,737-7H4,B737,N280WN
aa1dd4,1662200987.0,,1662238703,,AVA262  ,,,MGGT,,A319-115,A319,N751AV
a53369,1662235789.0,,1662238078,,EJA434  ,KBLM,,KOWD,,EMB-505,,N434QS
151da1,1662237576.0,,1662241158,,AFL1184 ,UUEE,,,,737-8LJ ,B738,RA-73121
406a91,1662191433.0,1662191397.0,1662198504,1662198571.0,EZY69NU ,LEIB,LEIB,EGKK,EGKK,AIRBUS A320-214,A320,G-EZWP
a6e12d,1662230181.0,,1662233258,,DAL2335 ,KATL,,KRDU,,757-251,B752,N542US
a2f41d,1662183866.0,,1662188999,,N29LB   ,KLGB,,KLGB,,AS 350 B2,AS50,N29LB
ad6375,1662227224.0,,1662227872,,N9619E  ,54MN,,KMIC,,182R,,N9619E
71c217,1662177221.0,,1662178043,,KAL869  ,RKSI,,,,Boeing 777-3B5(ER),B77W,HL8217
a6cc54,1662232846.0,,1662235859,,VOI451  ,,,MMTJ,,A321-271N,,N537VL
c0824e,1662235095.0,,1662237893,,CGXIZ   ,CSB3,,CSB3,,172N (Cessna),,C-GXIZ
a3fccc,1662216684.0,,1662217829,,N356TM  ,KJQF,,,,SLING TSI,,N356TM
4a08ec,1662225320.0,,1662232839,,ROT153C ,LROP,,LLBG,,737-800,B738,YR-BGL
155c38,1662171690.0,,1662177374,,RWZ4426 ,,,UUDD,,Sukhoi Superjet 100-95B,SU95,RA-89144
484c1b,1662192982.0,1662192986.0,1662196196,1662196188.0,KLM77N  ,EHAM,EHAM,EDDN,EDDN,EMB-190 STD,E190,PH-EZG
a002f0,1662210309.0,,1662212538,,N10FZ   ,,,06IA,,425,C425,N10FZ
a138b8,1662172299.0,,1662176475,,AAL1773 ,KCLT,,KTPA,,A321-211,A321,N178US
ac8e1a,1662233899.0,,1662234506,,NKS3117 ,KMIA,,,,A320-271N,,N908NK
a6a038,1662239982.0,,1662240995,,N526LF  ,KS78,,KBOI,,AW119MKII,A119,N526LF
a50c7c,1662233252.0,,1662244688,,SWA4809 ,,,KBUR,,737-7H4,B737,N424WN
39bd0b,1662207245.0,,1662210808,,FHPIL   ,,,LFMQ,,Pilatus PC-12 NGX,PC12,F-HPIL
a4e766,1662239206.0,,1662242467,,N415HD  ,,,KSDL,,390,,N415HD
a15d6c,1662230630.0,,1662233603,,N18728  ,KTPF,,KTPF,,172S,,N18728
acdfe4,1662206477.0,,1662214885,,N929D   ,KROA,,KISP,,58,,N929D
c88018,1662164138.0,,1662170810,,FJI935  ,,,YMML,,A330 243,A332,DQ-FJT
501c0f,1662207596.0,,1662214105,,9AJET   ,,,EDDB,,Cessna 525A Citation CJ2,C25A,9A-JET
a5b3ad,1662216216.0,,1662222010,,ASA159  ,KSEA,,KSFO,,737NG 990ER/W,B739,N467AS
a44308,1662219636.0,,1662229479,,DAL2712 ,KMSP,,KMCO,,A321-211,,N374DX
71c324,1662206527.0,,1662207886,,TWB9808 ,,,RKTN,,Boeing 737-8AS,B738,HL8324
a75359,1662197197.0,,1662199198,,JIA5435 ,KTYS,,KCLT,,CL-600-2D24,CRJ9,N571NN
471f62,1662182764.0,,1662187229,,WZZ4089 ,,,LIPX,,Airbus A321 231SL,A321,HA-LXA
80148f,1662157917.0,,1662186599,,IGO1838 ,,,,,Airbus A320-251N,A20N,VT-IIH
a77f2d,1662157658.0,,1662169822,,AAL2433 ,KDFW,,KPDX,,A321-231,A321,N582UW
a0e607,1662217389.0,,1662221996,,AAL1094 ,2NC1,,08FA,,A321-211,A321,N157UW
45ac52,1662214296.0,,1662215608,1662215607.0,SAS4525 ,,ENML,ENGM,ENGM,A319 131,A319,OY-KBR
e49849,1662108813.0,1662108891.0,1662207454,1662207406.0,TAM8066 ,LPPT,SBGR,LEMD,LEMD,Boeing 787-9 Dreamliner,B789,PS-LAA
345583,1662184296.0,,1662185551,,ANE8970 ,LEMD,,,,CRJ-1000,CRJX,EC-MSB
e491a3,1662204471.0,,1662208883,,TAM3006 ,,,SBBR,,A319 132,A319,PT-TML
a6c050,1662229631.0,,1662238454,,N534LN  ,4IA9,,WS08,,EC 135 P2,EC35,N534LN
4baa13,1662217002.0,,1662221129,,THY13R  ,,,LCEN,,A320 232,A320,TC-JPS
0c2047,1662211262.0,,1662221799,,CMP446  ,,,KMCO,,737NG 8V3/W,B738,HP-1538CMP
440148,1662234960.0,,1662246799,,EJU17XD ,,,LIMC,,Airbus A320-214,A320,OE-ICZ
4bb564,1662209104.0,,1662218709,,CAI6CJ  ,,,EPPO,,,,
4408df,1662189918.0,,1662193199,,AUA225S ,LOWW,,EDDB,,A320 214,A320,OE-LBZ
c06aa4,1662163998.0,,1662170255,,JZA507  ,CYXE,,CYVR,,CL-600-2D24 (Series 900) (Bombardier),CRJ9,C-GOJZ
a03cce,1662215316.0,,1662217676,,N114TX  ,7TX7,,,,T206H,,N114TX
a1a938,1662214141.0,,1662215086,,N206KK  ,34FD,,7FL6,,206B,,N206KK
a9d83f,1662208873.0,,1662212596,,N733XB  ,KEIK,,KEIK,,172N,,N733XB
e48dc2,1662162163.0,,1662165106,,TAM3206 ,,,,,A320 214SL,A320,PR-MYZ
a9bdae,1662230583.0,,1662233453,,N727BH  ,KBVY,,KBVY,,PA-28-151,,N727BH
a3caec,1662220996.0,,1662221757,,N34308  ,,,KRYN,,177B,,N34308
ab2372,1662204803.0,,1662212085,,AAL1052 ,ME26,,KORD,,A319-132,A319,N817AW
48ae80,1662178330.0,,1662186227,,LOT6404 ,,,EPKT,,Boeing 737-89P (W),B738,SP-LWA
c05430,1662223961.0,,1662231105,,ROU1701 ,,,CYYZ,,A320-214,,C-GFWX
a8320e,1662170441.0,,1662204196,,UPS54   ,PANC,,,,747-8F,,N627UP
ac0519,1662178117.0,,1662179624,,SWA1168 ,,,KLGB,,737-8,,N8739L
0d099a,1662172575.0,,1662174056,,VIV4008 ,,,MMPB,,A320 232SL,A320,XA-VAR
a0417c,1662173854.0,,1662179038,,N1152Z  ,19WA,,KRNT,,172S,,N1152Z
76cd0a,1662193665.0,,1662198341,,SIA916  ,,,RPLL,,A350-941,A359,9V-SHJ
4d22fc,1662235337.0,,1662247863,,JAF2MN  ,,,EBBR,,Airbus A320-214,A320,9H-SLD
c06151,1662234969.0,,1662236538,,WEN3325 ,,,CYVR,,DHC-8-402 (Dehavilland),DH8D,C-GKWE
a63144,1662211247.0,,1662213290,,N4988D  ,KBTF,,KU14,,182A,,N4988D
a9ccb0,1662203860.0,,1662209500,,SWA4545 ,KDEN,,KMSP,,737-7H4,B737,N730SW
a80f86,1662221922.0,,1662225560,,N6185J  ,KLWM,,VT31,,PA-28-151,,N6185J
80145f,1662161865.0,,1662177809,,IGO1776 ,OTHH,,VOMM,,A320-251N,A20N,VT-IIG
a53ec4,1662231124.0,,1662236526,,SKW5502 ,2MO1,,KDEN,,CL-600-2B19,CRJ2,N437SW
471f32,1662201905.0,1662201910.0,1662207574,,WZZ6677 ,LHBP,LHBP,,LGIR,Airbus A321-271NX,A21N,HA-LVE
896312,1662160251.0,,1662173679,,UAE30FP ,OMDB,,,,777 31HER,B77W,A6-ENP
800b09,1662168509.0,,1662171209,,IAD1567 ,VOBL,,,,A320 216SL,A320,VT-ATF
a84ab1,1662160869.0,,1662190015,,UPS214  ,EDDK,,KSDF,,747-8F,,N633UP
502ccf,1662228696.0,,1662238100,,EWG6ZN  ,LGTS,,EDDL,,C Series 300,BCS3,YL-CSF
a03651,1662237696.0,,1662241157,,N1122T  ,KLVK,,KLVK,,172S,,N1122T
a9db6d,1662237811.0,,1662239279,,N734RQ  ,8MN5,,MY89,,172N,,N734RQ
84657c,1662199037.0,,1662201592,,ANA758  ,,,RJTT,,,,JA137A
899103,1662205547.0,,1662236308,,CAL5122 ,,,PANC,,Boeing 747 409F,B744,B-18717
a60008,1662229972.0,,1662243749,,N486MT  ,MA66,,KFSD,,PA-42-1000,PAY4,N486MT
acd567,1662211695.0,,1662222139,,N926KT  ,KRYY,,48VA,,VANS RV-14A,,N926KT
800db2,1662167078.0,,1662169128,,IGO7316 ,VAID,,,,ATR 72-600,AT76,VT-IYU
a120af,1662232467.0,,1662234532,,N172AV  ,KRAL,,KRAL,,,,
a1cc79,1662222025.0,,1662227358,,N215E   ,,,KCGC,,DA 62,,N215E
aaa28d,1662164611.0,,1662167619,,SWA2954 ,,,KBNA,,737-76N,B737,N7846A
402989,1662203157.0,,1662209187,,GBNSR   ,EGKR,,EGKR,,SLINGSBY T67M MKII Firefly,RF6,G-BNSR
49c2e2,1662201324.0,,1662201985,,OKAUW01 ,LKKL,,LKKL,,,,
3c4dd7,1662216450.0,1662216453.0,1662218560,1662218559.0,DLH2344 ,EDDM,EDDM,LOWG,LOWG,CRJ 900 LR NG,CRJ9,D-ACNW
a99a52,1662223291.0,,1662227082,,FFT1053 ,KUZA,,KMCO,,A321-211,A321,N718FR
a0aa7c,1662209439.0,,1662217153,,DAL2353 ,KDTW,,KDFW,,BD-500-1A10,,N142DU
85db54,1662194982.0,,1662198175,,ANA557  ,RJTT,,RJCH,,737NG 881/W,B738,JA57AN
3991e9,1662214244.0,1662214245.0,1662220003,1662220007.0,AFR36UR ,LFPG,LFPG,LIRF,LIRF,A320 214SL,A320,F-HEPJ
a0cdf3,1662207285.0,,1662215812,,AAL2386 ,KDFW,,KMIA,,A321-231,A321,N151AN
49d2ee,1662166220.0,,1662177233,,TVS7361 ,,,EPWA,,Piper PA-46-500TP,P46T,OK-PMA
aa64ba,1662210690.0,,1662227817,,UAL424  ,KIAD,,KSFO,,777-222,B772,N769UA
3d4832,1662222793.0,,1662225970,,DEZPA   ,EDWR,,EDDV,,PA-46 350P Malibu Mirage,PA46,D-EZPA
a4b420,1662182143.0,,1662198644,,ASA99   ,KSEA,,KRDU,,737-990ER,B739,N402AS
a1211d,1662205009.0,,1662208517,,FDX468  ,88PA,,KMKE,,767-300F,,N172FE
a1998d,1662207129.0,,1662224519,,N202BC  ,,,KVLL,,H35,BE35,N202BC
ace7aa,1662199233.0,,1662207427,,SWA4592 ,KIND,,KDEN,,737-7H4,B737,N930WN
7c6de3,1662202974.0,,1662206705,,QFA498  ,YMML,,YSSY,,737NG 838/W,B738,VH-VZP
a44591,1662174424.0,,1662179803,,DAL2916 ,KSEA,,KSMF,,737-832,B738,N3744F
0d0e38,1662157302.0,,1662167562,,VIV1242 ,,,MMTJ,,Airbus A321-271NX,A21N,XA-VBZ
a6e3b0,1662215473.0,,1662218927,,GJS4494 ,KEWR,,NC37,,CL-600-2C11,,N543GJ
0c214f,1662219532.0,,1662220296,,HP1953DM,MPMG,,MPTO,,Cessna 206H Stationair,C206,HP-1953DM
4ca621,1662217448.0,1662217450.0,1662220492,1662220501.0,RYR17QQ ,EIDW,EIDW,EGSS,EGSS,BOEING 737-8AS,B738,EI-DWT
48af03,1662214821.0,,1662223677,,LOT6374 ,LGKO,,EPWA,,,B38M,SP-LVD
880443,1662163868.0,,1662164709,,AIQ3029 ,VTBD,,,,A320 216,A320,HS-ABC
71c086,1662186570.0,,1662199948,,TWB176  ,,,RKSI,,Boeing 737NG 8Q8,B738,HL8086
a3023d,1662226128.0,,1662229432,,N293SP  ,42AZ,,KGYR,,172S,,N293SP
e492f8,1662190892.0,,1662192448,,SID2701 ,,,,,737 4Y0,B734,PR-SDM
48ae01,1662196756.0,,1662239097,,LOT79   ,EPWA,,,,Boeing 787 8,B788,SP-LRB
a12747,1662221471.0,,1662224879,,N1734S  ,KAPA,,KAPA,,172S,,N1734S
abd536,1662174891.0,,1662179247,,SWA2472 ,KBWI,,GA35,,737-8H4,B738,N8612K
a05d79,1662219298.0,,1662223897,,N1220A  ,CA35,,KWHP,,PC-12/47E,PC12,N1220A
a25025,1662225119.0,,1662232255,,N2480X  ,,,MDBG,,PA-31T1 Cheyenne I,PAY1,N2480X
4a04e2,1662229697.0,,1662238579,,AWG713  ,LEPA,,LROP,,,,
a416be,1662205175.0,,1662218579,,UAL647  ,KBOS,,KDEN,,737-824,B738,N36247
a16c3a,1662211328.0,,1662229120,,DAL2789 ,KJFK,,KLAX,,767 332ER/W,B763,N191DN
345218,1662182291.0,1662182293.0,1662188398,1662188388.0,AEA1043 ,LEMD,LEMD,LIRF,LIRF,737NG 85P/W,B738,EC-MKL
a24082,1662171194.0,,1662180891,,SKW3866 ,KDEN,,KSEA,,ERJ 170-200 LR,E75L,N244SY
801407,1662163109.0,,1662171021,,IAD1780 ,VOBL,,,,Airbus A320-251N,A20N,VT-ATE
c02ee7,1662170110.0,,1662197099,,ACA828  ,CYYZ,,EKCH,,787-9 (Boeing),B789,C-FRTU
a25d36,1662168884.0,,1662171436,,SWA181  ,,,KHOU,,737-7H4,B737,N251WN
ac2ccd,1662161421.0,,1662167353,,N884BC  ,KALN,,LL10,,172S,,N884BC
4520d0,1662230403.0,,1662239849,,LZB472  ,LEMD,,LBLS,,Airbus A320-214,A320,LZ-FBI
a0b514,1662221748.0,,1662236205,,N1448Z  ,KIWA,,KCRQ,,172S,,N1448Z
846ec8,1662195859.0,,1662201228,,APJ115  ,RJBB,,RJCJ,,,,
4baa8c,1662230430.0,,1662239798,,THY4TQ  ,EKCH,,LTBA,,A321 231SL,A321,TC-JTL
400398,1662208455.0,,1662209538,,VQTWG   ,MBPV,,MBSC,,,,
