icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
a84023,1662043364.0,,1662044031,,N6300Q  ,KHWO,,KHWO,,152,,N6300Q
a5707c,1662037510.0,,1662046019,,N45HK   ,AR11,,KTEB,,45,LJ45,N45HK
394a31,1662045633.0,,1662046628,,FGSRR   ,LFCL,,LFDG,,DR.400 140B Dauphin 4,DR40,F-GSRR
a39269,1662038591.0,,1662042328,,KAP24   ,KHPN,,KLEB,,402C,,N3292M
ac018c,1662039723.0,,1662044013,,SKW3669 ,,,KMSP,,CL-600-2B19,CRJ2,N873AS
acf76f,1662045107.0,,1662048579,,N9344F  ,KCMA,,KLGB,,172R,,N9344F
39e46f,1662031296.0,1662031359.0,1662034953,,CCM773C ,LFPO,LFPO,,LFKJ,A320 214,A320,F-HZDP
a6e5b5,1662052570.0,,1662068060,,N5432F  ,K49B,,MO64,,PA-32R-300,,N5432F
a31a50,1661993569.0,,1662041579,,UAL61   ,YMML,,KSFO,,787-9,,N29971
736836,1662009467.0,,1662010600,,IZG4071 ,,,OIBK,,A320 212,A320,EP-ZAV
a5a37d,1661993260.0,,1661996384,,N46203  ,KPWT,,KPWT,,172I,,N46203
47a349,1662031657.0,,1662034493,,WIF35D  ,ESGG,,ENGM,,,,
a6356f,1661993601.0,,1661995367,,N5BZ    ,8NC5,,22NC,,58,,N5BZ
4b18ba,1662022200.0,1662022201.0,1662025516,1662025453.0,EDW5415 ,LKPR,LKPR,LSZH,LSZH,A320-214,,HB-JJM
a5a2cc,1662054284.0,,1662057747,,UAL1233 ,KDEN,,KABQ,,A320-232,A320,N462UA
e07543,1662072576.0,,1662074206,,ARG1282 ,SABE,,,,737NG 800/W,B738,LV-GUC
49410b,1662005788.0,1662005790.0,1662009664,,NJE511A ,LTBA,LTBA,,LGKF,EMB-505 Phenom 300,E55P,CS-PHK
a3e610,1662055828.0,,1662057411,,GRY2    ,KALB,,KN37,,B300,B350,N350NY
a7df86,1662044230.0,,1662045128,,00000000,KLAX,,KVNY,,HAWKER 800XP,,N606WJ
800b9c,1662042690.0,,1662044036,,AXB248  ,OMDB,,,,737NG 86N/W,B738,VT-GHD
a2050d,1662037063.0,,1662038384,,N22919  ,4MI1,,9OH1,,150H,,N22919
a0345f,1662049503.0,,1662054021,,RPA4904 ,KLGA,,KDTW,,ERJ 170-200 LR,E75S,N112HQ
a16bf6,1661994527.0,,1661998045,,AMF1791 ,KCLK,,TS53,,C-99,BE99,N191AV
acf907,1662052731.0,,1662060308,,N935JC  ,KROC,,2NC1,,B300,B350,N935JC
39e685,1662034879.0,,1662041457,,AFR77HJ ,LPPT,,LFPG,,Airbus A220-300,BCS3,F-HZUF
acc317,1662034395.0,,1662046600,,NKS1320 ,KDEN,,KFLL,,A320-271N,,N921NK
49d365,1662014379.0,,1662020144,,TVS7796 ,EPWA,,LDDU,,737NG 8GJ/W,B738,OK-TSF
a7d7b5,1662055266.0,,1662061198,,SKW266J ,KORD,,KHPN,,CL-600-2C10,CRJ7,N604SK
440bbc,1662050749.0,,1662055311,,OEFXX   ,KORL,,KSVN,,,,
7c6b2d,1662012096.0,,1662019926,,JST797  ,YBMC,,YMML,,A320 232,A320,VH-VGF
4cad3c,1662013460.0,,1662021501,,RYR1WT  ,EGCC,,LEIB,,Boeing 737 MAX 8-200,B38M,EI-HMT
a4ab4a,1662063350.0,,1662071473,,N40LH   ,KRHV,,ID63,,M20M,,N40LH
a8d360,1662034911.0,,1662036068,,EJA668  ,KTEB,,KPOU,,680A,C56X,N668QS
45ac32,1662034909.0,,1662037586,,SAS4163 ,,,ENBR,,A320 232,A320,OY-KAR
a2bbc6,1661996039.0,,1662003365,,UAL437  ,KDEN,,KSJC,,737-9,,N27520
aa6fca,1661990404.0,,1661996017,,SWA1875 ,,,KMIA,,737-7BD,B737,N7715E
a923a8,1661990403.0,,1661991701,,UAL1140 ,,,KTPA,,737NG 924ER/W,B739,N68822
40753f,1662027663.0,,1662037220,,EXS18Y  ,LEPA,,EGPF,,Boeing 737-8MG,B738,G-JZBP
a3328d,1662036138.0,,1662039392,,ASH524  ,KSTL,,KOMA,,737-4H6,B734,N305GT
451e2b,1662064569.0,,1662068893,,BCS5201 ,LOWL,,EBBR,,737-448SF,B734,LZ-CGR
aabbd2,1661990876.0,,1661996489,,ATN3237 ,,,KRFD,,767-281,B762,N791AX
4bb863,1662050269.0,1662050271.0,1662059975,1662060015.0,PGT1046 ,EDDH,EDDH,LTFJ,LTFJ,A320-251N,A20B,TC-NCC
8007df,1662032689.0,,1662035940,,IGO998  ,VOMM,,,,A320-232,A320,VT-IFV
4b8467,1662035347.0,,1662056156,,RUN515  ,OTHH,,EDDK,,747 481BDSF,B744,TC-ACG
7503f3,1662053284.0,,1662055415,,RMY382  ,WMSA,,WSSL,,767 223BDSF,B762,9M-RXA
4692ce,1662034443.0,1662034444.0,1662043331,1662043592.0,AEE815  ,EDDK,EDDK,,LGAV,A320 232,A320,SX-DVN
846444,1662018246.0,,1662020876,,JAL127  ,RJTT,,RJOO,,A350-941,A359,JA12XJ
471f33,1661990405.0,,1661998349,,WZZ550  ,,,EPKT,,A321-271NX,A21N,HA-LVF
a740cb,1662059752.0,,1662062833,,N5669D  ,TN20,,8TN3,,MX-7-180,,N5669D
4bab2c,1662073185.0,,1662074507,,THY6EH  ,,,,,737NG 9F2ER/W,B739,TC-JYL
884213,1662020310.0,,1662021519,,BKP144  ,,,VTBS,,A319 132,A319,HS-PPS
abe3e6,1662029254.0,,1662040577,,SWA1912 ,KMKE,,KLAS,,737-8H4,B738,N8651A
a11fc6,1662068596.0,,1662071208,,UCA4334 ,KIAD,,KROC,,EMB-145XR,E45X,N17138
a7dacc,1661990404.0,,1661991958,,N605L   ,,,KSGF,,CL-600-2B16,CL65,N605L
4bce02,1662042495.0,1662042496.0,1662050009,,SXS92N  ,LIMC,LIMC,,LTBJ,737-86Q,B738,TC-SPB
a4cf5d,1662042310.0,,1662043298,,N409PH  ,6II7,,KHFY,,407,B407,N409PH
acad6b,1662034590.0,,1662036809,,N916ET  ,K5A9,,KFFC,,172S,,N916ET
e48cfc,1662052954.0,,1662054716,,PRJBI   ,,,SBVT,,,,
4bcda2,1661998107.0,1661998108.0,1662006409,,SXS3N   ,EDDN,EDDN,,LTAI,737-8 MAX,B38M,TC-SMB
a4f39b,1662034185.0,,1662042049,,UAL710  ,KORD,,KAUS,,A320-232,A320,N418UA
440097,1662008529.0,1662008530.0,1662012737,1662012758.0,EJU95HR ,LFBD,LFBD,EGKK,EGKK,,,
ade2b8,1662023393.0,,1662025948,,AAL745  ,KRIC,,KCLT,,737NG 823/W,B738,N994NN
a0177d,1662063180.0,,1662064189,,N105CD  ,,,,,680,C680,N105CD
a4cb5f,1662074670.0,,1662076068,,N408LM  ,OL99,,PASX,,407,B407,N408LM
4aaa19,1662032054.0,,1662033449,,POL5410 ,ESNZ,,,,Bell 429,B429,SE-JPY
a4ef6e,1662052442.0,,1662053639,,N417PH  ,4LA9,,7LA1,,407,B407,N417PH
a5e48a,1661997104.0,,1662001150,,SWA2488 ,KSFO,,KLAS,,737-7H4,B737,N479WN
ac7f41,1661990405.0,,1661993828,,AAL2465 ,,,KDFW,,737-823,B738,N904NN
4ac9ea,1662035588.0,,1662037193,,SAS4027 ,ENGM,,,,320-251N,A20N,SE-ROJ
346350,1662046272.0,,1662050122,,VOE26QT ,LEPA,,LFLR,,Airbus A319-112,A319,EC-NGL
a616ce,1662039610.0,,1662040648,,N49142  ,KZPH,,KZPH,,152,,N49142
acaa61,1662050671.0,,1662052554,,N915MR  ,KGYR,,,,C90A,BE9L,N915MR
ad4eb4,1661991165.0,,1661994149,,AMX442  ,,,KMCO,,737-852,B738,N957AM
800b0a,1662017617.0,,1662024456,,IAD798  ,VIDP,,,,A320 216SL,A320,VT-ATB
76bcc7,1662006126.0,,1662037348,,TGW508  ,VTBS,,,,787 8,B788,9V-OFG
c06207,1662054930.0,,1662056739,,GLDE    ,,,CYXE,,ATR 42-320 (Aerospatiale),AT43,C-GLDE
a3a538,1662003424.0,,1662012473,,FFT2075 ,KSAT,,KLAS,,A320-251N,,N334FR
a0645e,1661994805.0,,1662007709,,UPS339  ,TJSJ,,KSDF,,A300 F4-622R,A306,N124UP
4787a0,1662041283.0,,1662045328,,NOZ367  ,,,ENGM,,737NG 86J/W,B738,LN-NIB
0d0e30,1662039169.0,,1662040134,,VIV4110 ,,,MMHO,,,,
a556d8,1662064514.0,,1662069649,,N443MC  ,KBWG,,KFTT,,,,
a80287,1662048774.0,,1662053639,,NKS426  ,KORD,,,,A320-232,A320,N615NK
a66913,1662041625.0,,1662051958,,N512CD  ,KLWM,,KHEF,,SR22,,N512CD
c06c94,1661991608.0,,1661993069,,CNK678  ,,,CYYC,,45 (Learjet),LJ45,C-GPDB
6010ee,1662000423.0,,1662002181,,AMA4958 ,OMDW,,,,Airbus A300B4-203(F),A30B,EX-30003
347219,1662009349.0,,1662016759,,IBE3170 ,LEMD,,EGLL,,Airbus A320-251N,A20N,EC-NTA
881059,1662027375.0,,1662028487,,NOK576  ,VTBD,,,,737NG 800/W,B738,HS-DBY
888179,1662015450.0,,1662016694,,BAV2012 ,,,VVCI,,Airbus A320-232,A320,VN-A586
30080e,1662027040.0,,1662028707,,IACVL   ,LILN,,LILN,,Cessna 172S Skyhawk SP,C172,I-ACVL
a6b840,1661991706.0,,1661992967,,JIA5335 ,KCLT,,,,CL-600-2C10,CRJ7,N532EA
c03170,1662071114.0,,1662072649,,CFSST   ,CAF2,,CAF2,,182H (Cessna),,C-FSST
aad9f2,1662069362.0,,1662071155,,N799FA  ,KFFC,,KFFC,,172S,,N799FA
4d220a,1662043089.0,,1662045680,,RYR37MR ,LICJ,,LIRF,,737-8AS(WL),B738,9H-QDG
a12378,1662045705.0,,1662054261,,UAL1751 ,8TX7,,MGGT,,737-824,B738,N17233
ac575b,1662042511.0,,1662043589,,EDV5424 ,KMSP,,,,CL-600-2B19,,N8946A
4c3d8a,1662065370.0,,1662071088,,YUPMK   ,EGKB,,LIMJ,,Citation XLS+,C56X,YU-PMK
800d85,1662024707.0,,1662026816,,IGO6938 ,,,,,A320-271N,A20N,VT-IZX
aaa573,1661990404.0,,1661994058,,SWA343  ,,,KBNA,,737-7Q8,B737,N7850B
800cf7,1662053056.0,,1662057393,,IGO7212 ,,,VOMM,,ATR 72-600 ,AT76,VT-IYL
a88739,1662035476.0,,1662037636,,N649FT  ,,,KMLB,,PA-28-181,,N649FT
e497e6,1662024111.0,,1662029609,,GLO2036 ,SBGL,,SBBR,,Boeing 737 MAX 8,B38M,PS-GPB
4005b9,1662042481.0,1662042482.0,1662064708,1662064704.0,BAW123  ,EGLL,EGLL,OTHH,OTHH,BOEING 777-236,B772,G-VIIA
151dc9,1662056401.0,,1662064733,,AFL1415 ,,,UUEE,,A321-211 ,A321,RA-73161
862db6,1662006096.0,,1662008758,,JAL459  ,RJTT,,,,767 346ER,B763,JA658J
880c44,1662015841.0,,1662019228,,AIQ157  ,VTCC,,,,,,
7c0d28,1662065808.0,,1662068097,,CVU     ,YMMB,,YBDG,,,,
3ddc74,1662070981.0,,1662071933,,CHX11   ,EDTS,,EDSP,,H145,EC45,D-HDSU
adbaca,1662034324.0,,1662054725,,JBU1833 ,KBOS,,KSFO,,A321 231SL,A321,N984JB
a71aa5,1662024519.0,,1662025699,,JIA5263 ,,,KCLT,,CL-600-2D24,CRJ9,N557NN
4ca4f5,1662039456.0,,1662047898,,RYR62QN ,EGNM,,LEIB,,BOEING 737-8AS,B738,EI-DPR
ac82f8,1662046688.0,,1662053001,,AAL1619 ,KCLT,,1MU2,,737-823,B738,N905NN
48c2a9,1662043350.0,1662043351.0,1662050568,1662050567.0,RYR4UJ  ,EGGW,EGGW,EPKK,EPKK,Boeing 737 MAX 8-200,B38M,SP-RZK
a4c703,1662021291.0,1662021327.0,1662057144,1662057155.0,DAL57   ,EHAM,EHAM,KSLC,KSLC,A330-941,,N407DX
aadae3,1662064266.0,,1662067133,,EJA799  ,KLAX,,KSJC,,BD-100-1A10,CL35,N799QS
a421ad,1662048106.0,,1662050588,,N3653N  ,69OI,,7OA7,,M-20G,,N3653N
a1cac9,1662013800.0,,1662065423,,UAL863  ,KSFO,,YSSY,,777-300ER,B77W,N2140U
a5724f,1662058089.0,,1662060652,,N450CA  ,KHMT,,KMYF,,PA-28-181,,N450CA
a56dc1,1662035306.0,,1662036867,,N402XT  ,KFOK,,KTEB,,400A,BE40,N449TM
4bb850,1662040562.0,,1662041458,,PGT950  ,LSZH,LSZH,LSZH,LTFJ,,,
347311,1662052341.0,1662052342.0,1662054888,1662055178.0,AEA5047 ,LEMD,LEMD,LEMG,LEMG,737-8AS,B738,EC-NVP
a17203,1662064028.0,,1662065205,,N1920T  ,,,KMDD,,EMB-175 LR,E75S,N1920T
151e5b,1662022854.0,,1662026639,,PBD475  ,UUWW,,UWSS,,,,
ab0631,1662063240.0,,1662064008,,N8094A  ,KN57,,KN47,,PA-32R-301,,N8094A
86951c,1662019654.0,,1662057624,,ANA105  ,KLAX,,RJTT,,B777-300(ER),,JA793A
aa59a5,1662026654.0,,1662031256,,AAL2159 ,KBOS,,KDCA,,A319-112,A319,N766US
48ad85,1662022230.0,,1662029122,,LOT342  ,LFMN,,EPWA,,,,
a4000f,1662026617.0,,1662033685,,DAL2283 ,KALB,,KATL,,A320-212,A320,N357NW
e4953d,1662040207.0,,1662044839,,TAM3786 ,SBBR,,SBRJ,,A320-273N,A20N,PR-XBE
aa435b,1662046982.0,,1662053603,,AAL1606 ,KORD,,FL84,,A319-112,A319,N760US
ae5a90,1662056736.0,,1662059634,,PICK21  ,K71J,,36AL,,,,
344307,1662035815.0,,1662039147,,ANE66GV ,LEMH,,,,ATR 72 600,AT76,EC-LSQ
71c042,1662029761.0,,1662075573,,KAL085  ,,,KJFK,,Boeing 777-3B5(ER),B77W,HL8042
846866,1662019714.0,,1662023384,,ANA627  ,RJTT,,,,,,JA142A
a54c60,1661991370.0,,1661996211,,UAL2355 ,,,K9X1,,A320-232,A320,N440UA
3c4890,1662044103.0,1662044104.0,1662049979,1662050007.0,EWG6NF  ,EDDL,EDDL,LIRF,LIRF,A320 214,A320,D-ABDP
ae1414,1662065889.0,,1662066942,,ROVE62  ,KSAT,,K24R,,T-6A Texan II,TEX2,05-3797
3dd2ce,1662013823.0,,1662015163,,GAM123R ,EDMQ,,EDNX,,,,
c05e9b,1662068508.0,,1662072334,,CGJVM   ,,,CYHU,,PC-12/47E (Pilatus),,C-GJVM
3c10aa,1662048642.0,,1662054715,,AHO636B ,LFPB,,LEIB,,Legacy 600,E35L,D-AVIB
0a0079,1662031170.0,1662031131.0,1662036077,,DAH1069 ,LFML,LFML,DA14,DAOO,737NG 8D6/W,B738,7T-VKI
742ac2,1662021235.0,,1662034439,1662034438.0,JAV4483 ,,OPIS,EGBB,EGBB,Airbus  A330-203,A332,JY-JVB
407a40,1661994975.0,,1661997389,,GGVOE   ,,,KTEB,,Dassault Falcon 8X,FA8X,G-GVOE
add303,1662060471.0,,1662063883,,N990DW  ,KSNA,,KSDL,,Citation XLS+,C56X,N990DW
888193,1662022224.0,,1662023578,,VJC1230 ,,,,,,A321,VN-A531
00b089,1662005696.0,,1662007190,,SFR286  ,FAOR,,,,737NG 8BG/W,B738,ZS-SJG
485734,1662010916.0,,1662014088,,HHE65A  ,EHKD,,,,,,
ad3cab,1662065913.0,,1662076268,,N952G   ,KSUS,,KPDK,,PA46-500TP,P46T,N952G
addd59,1662036824.0,,1662039847,,N99265  ,KSPG,,KSPG,,172P,,N99265
a2e51d,1662052225.0,,1662057650,,WSN286  ,KHHR,,,,BD-100-1A10,,N286JR
7504aa,1662020597.0,,1662021264,,AXM649  ,,,WMKK,,Airbus A320-216,A320,9M-RAO
7c4493,1661992983.0,,1661995795,,NTX     ,YMMB,,YMMB,,C90GTi,BE9L,VH-NTX
a2b12e,1662018665.0,,1662034739,,UAL1796 ,KSEA,,KEWR,,737-8,,N27261
4ca56e,1662062762.0,,1662071023,1662071063.0,RYR4UB  ,,EVRA,EGSS,EGSS,BOEING 737-8AS,B738,EI-DWI
a3323b,1662036343.0,,1662041906,,N305DL  ,KCLT,,58AR,,BD-100-1A10,CL35,N305DL
0d08a5,1662062028.0,,1662067408,,AMX419  ,8TX7,,,,737NG 852/W,B738,XA-AMO
a80ee3,1662052102.0,,1662054118,,N6180W  ,FL36,,FL36,,172S,,N6180W
abe030,1662037355.0,,1662042269,,SWA1549 ,KBOI,,KOAK,,737-8H4,B738,N8641B
a16037,1661995212.0,,1661998468,,AAL1728 ,,,KDFW,,A321-211,A321,N188US
02012c,1662022180.0,,1662028343,,RAM964Y ,GMMN,,LEBL,,737NG 85P/W,B738,CN-RGV
abf995,1662005808.0,,1662012556,,SWA782  ,KMDW,,KHOU,,737-8,B38M,N8706W
a28928,1661990404.0,,1662001401,,UAL2200 ,,,KSAN,,737-824,B738,N26226
a515f1,1661990413.0,,1661998049,,T70     ,1CA6,,KRNM,,S-2F3AT,S2P,N427DF
399251,1661990754.0,,1661991429,,AEH036  ,,,,,ERJ-145LR,E145,F-HESR
a0dd44,1662030612.0,,1662031705,,FDX1447 ,KORD,,KMKE,,767-300F,,N155FE
a68456,1662045326.0,,1662047427,,N519RA  ,KHEF,,KCHO,,S-19LS,,N519RA
a4c135,1661994690.0,,1661996278,,SWA1211 ,KSAT,,KAXH,,737-7H4,B737,N405WN
ab5f43,1661998837.0,,1662004212,,SWA793  ,KDEN,,KMSP,,737-8H4,B738,N8316H
a9d359,1662046586.0,,1662049443,,N732JZ  ,KL26,,KRIV,,210L,,N732JZ
ae4eab,1662039849.0,,1662043816,,RN193   ,FD82,,K12J,,T-6B Texan II,TEX2,166194
300611,1662021953.0,1662021954.0,1662023344,,SLJ111  ,LIRA,LIRA,,LIEO,400 A,BE40,I-PSCU
acc2aa,1662059775.0,,1662062573,,N921JA  ,KLWM,,KLWM,,R44,R44,N921JA
a2c7f3,1662031759.0,,1662034855,,N279AH  ,KCLT,,KLUK,,PC-24,,N279AH
8674ac,1662021084.0,,1662023951,,JAL914  ,,,RJTT,,777 246ER,B772,JA701J
3e120d,1662024850.0,,1662026150,,CHX77   ,ETOU,,ETEK,,MBB-BK 117 D-2 (H145),EC45,D-HYAN
407838,1662058131.0,,1662071566,,EZY94UZ ,LGRP,,EGKK,,Airbus 321-251NX,A21N,G-UZMH
a380cb,1662046990.0,,1662048532,,KAP100  ,KSTL,,44IS,,402C,,N3249M
a08f5c,1662042887.0,,1662044943,,LN135SH ,TX05,,KDAL,,35A,LJ35,N135SH
48418c,1662029301.0,1662029302.0,1662032099,1662032208.0,KLM15P  ,EHAM,EHAM,LFPG,LFPG,737NG 9K2/W,B739,PH-BXR
a896b2,1662060510.0,,1662063193,,N6521Q  ,K8G2,,5OH4,,152,,N6521Q
495299,1662051137.0,1662051138.0,1662056156,1662056151.0,TAP1036 ,LPPT,LPPT,LEBL,LEBL,EMB-195 AR,E195,CS-TTY
4ba8ce,1662017176.0,,1662027494,,THY4GH  ,LTFJ,,EDDL,,737NG 8F2/W,B738,TC-JFN
49d276,1662040148.0,1662040033.0,1662047398,1662047328.0,TVL5005 ,LGRP,LGRP,LHBP,LHBP,737NG 86N/W,B738,OK-TVU
485a83,1662051341.0,,1662067402,,TFL5HE  ,,,EHAM,,Boeing 737 MAX 8,B38M,PH-TFP
ab0e54,1661991791.0,,1662025679,,DAL178  ,KPDX,,EHAM,,A330-323,A333,N811NW
440170,1662042157.0,,1662044968,,EJU97TH ,LFMN,,LIPZ,,A319-111,A319,OE-LQN
a89f52,1661991365.0,,1661994053,,PDT5961 ,OA16,,KORD,,EMB-145LR,E145,N655AE
a066a3,1662048496.0,,1662060047,,DAL925  ,KLGA,,KDFW,,BD-500-1A10,,N125DU
841538,1662016941.0,,1662020848,,JAL521  ,RJTT,,RJCJ,,A350-941,A359,JA05XJ
a9704c,1662065358.0,,1662066689,,N7O7TV  ,,,,,DG-800B,,N707TV
89911e,1662020885.0,,1662026241,,CAL5880 ,RPLL,,,,Boeing 747-409F,B744,B-18710
440669,1662036438.0,1662036430.0,1662041375,,AUA871  ,LOWW,LOWW,,OIIE,A320 214,A320,OE-LBM
a353c6,1662064186.0,,1662070555,,UPS2804 ,KONT,,KDEN,,767-34AF,B763,N313UP
a595f8,1662052509.0,,1662053659,,N4590W  ,KCRQ,,KCRQ,,112TCA,,N4590W
a184d8,1662033080.0,,1662034562,,N1972P  ,K2W5,,MD83,,PITTS S-1-E,,N1972P
a4af0e,1662041412.0,,1662042388,,N4000W  ,KPSM,,ME96,,E-55,,N4000W
acf735,1661990482.0,,1661991824,,N9342T  ,GA61,,KFFC,,172S,,N9342T
a80f9f,1662043386.0,,1662048678,,N61859  ,KORL,,KORL,,172M,,N61859
ac1187,1662059786.0,,1662060507,,NDU77T  ,,,MY07,,PA-44-180,,N877ND
48c133,1662010051.0,1662010054.0,1662015537,1662015670.0,RYR48MX ,EKCH,EKCH,EGSS,EGSS,Boeing 737-8AS,B738,SP-RKU
a2fcf4,1662012232.0,,1662015041,,N292AM  ,K3LF,,K3LF,,407,B407,N292AM
a72aec,1662033435.0,,1662036376,,N561D   ,KDBQ,,KDBQ,,172S,,N561D
4041da,1662028205.0,,1662029296,,GBYNK   ,EGLA,,EGLA,,PIERRE ROBIN HR200/160,HR20,G-BYNK
a0fefe,1662059488.0,,1662063509,,FFL796  ,KMOD,,KSBP,,,,
aa9d45,1662051876.0,,1662056878,,SKW4652 ,KLAX,,,,CL-600-2C10,CRJ7,N783SK
4895eb,1662013169.0,1662013170.0,1662014398,,SPFPL   ,EPRZ,EPRZ,,EPRZ,Cessna T206H Turbo Stationair,C206,SP-FPL
a4a924,1662052787.0,,1662055975,,N4NJ    ,KTTN,,KN87,,OH-58A,,N4NJ
44c06e,1662022946.0,1662022948.0,1662024195,1662024207.0,OOPCN   ,EBCI,EBCI,EBKT,EBKT,Pilatus PC-12 NG,PC12,OO-PCN
a0d9f2,1662045510.0,,1662047033,,ARCAT55 ,KSEE,,KAPV,,B300,B350,N154KF
ac3d85,1662049191.0,,1662050786,,N888WD  ,KSDF,,23KY,,550,,N888WD
a0bf26,1662052028.0,,1662055258,,UAL332  ,KIAH,,,,737-724,B737,N14704
a72ca2,1662043624.0,,1662047985,,SWA2315 ,KATL,,KDCA,,737-73V,B737,N561WN
800d4c,1661993915.0,,1662000294,,IGO6329 ,,,VIDP,,Airbus A320-271N,A20N,VT-IZQ
acad1d,1662054720.0,,1662058435,,N916BQ  ,KMYF,,KMYF,,172S,,N916BQ
4bccad,1662004632.0,,1662015157,1662015155.0,SXS56P  ,,LTAJ,LSZM,LFSB,737NG 8HC/W,B738,TC-SEM
a07e7e,1662069653.0,,1662071622,,N1307   ,K3A4,,KEYF,,95-B55,,N1307
151ef2,1661992360.0,,1662008754,,SBI2546 ,,,UUDD,,,,
aca631,1662051323.0,,1662052446,,XSR914  ,,,4MO4,,BD-100-1A10,,N914GV
ade07e,1662069399.0,,1662070794,,N9932Z  ,KRHV,,KCCR,,U206G,,N9932Z
4d2259,1662007554.0,1662007453.0,1662011245,1662011267.0,RYR29QQ ,LICC,LICC,LIRF,LIRF,Boeing 737-8AS,B738,9H-QBB
ab2fb5,1662050265.0,,1662055447,,XSN82   ,KNUQ,,KLGB,,PC-12/47E,PC12,N82NG
a7bffb,1661998447.0,,1662001163,,MTU99   ,TN89,,TN89,,DA 40,,N599MT
34654b,1662009712.0,1662009713.0,1662019226,1662019255.0,NSZ5NE  ,ESSA,ESSA,LIRF,LIRF,Airbus A321-231,A321,EC-NLJ
abb69e,1662054886.0,,1662066026,,VAR654  ,KGYR,,KABQ,,SR20,,N854EF
a35382,1662065311.0,,1662066098,,N313RW  ,KHSV,,1TN3,,414,,N313RW
abee3a,1661993117.0,,1661996750,,N868TB  ,KSEE,,8CL1,,172S,,N868TB
a03f1e,1662069150.0,,1662076108,,DAL2247 ,KATL,,KSAT,,A321-211,,N115DN
a68eaa,1662045836.0,,1662066370,,N521WS  ,TA18,,KOPF,,58,,N521WS
ab8f0d,1661990405.0,,1661995159,,DAL667  ,,,KU42,,737-932ER,B739,N844DN
4ca216,1662045646.0,,1662051479,,EIN7T9  ,,,EIDW,,A320-214,A320,EI-DEH
a27dd1,1662074119.0,,1662075233,,N26NA   ,PASX,,3AK5,,GA-8,,N26NA
4ba94d,1662033300.0,,1662074726,,THY77J  ,,,KMIA,,Boeing 777-3F2(ER),B77W,TC-JJM
a121f2,1662062809.0,,1662064639,,N172PT  ,KPLU,,KOLM,,172N,,N172PT
84c43e,1662032611.0,,1662037439,,SFJ16   ,,,RJTT,,A320 214SL,A320,JA24MC
c823bd,1661991003.0,,1661992216,,ZKHBZ   ,NZWP,,NZWP,,EC130 B4,EC30,ZK-HBZ
a61a4b,1662061295.0,,1662064408,,N4923D  ,K21D,,KSGS,,172N,,N4923D
3e19ef,1662048061.0,,1662050817,,KST231  ,LOWG,,EDML,,King Air B200,BE20,D-IBAD
8462ee,1662001110.0,,1662002398,,JAL2720 ,,,RJCO,,ATR 42-600 ,AT46,JA12HC
c82741,1662014178.0,,1662058569,,ANZ3    ,KLAX,,NZAA,,Boeing 787-9 Dreamliner,B789,ZK-NZQ
70c0cb,1661995346.0,,1662000039,,OMA686  ,OERK,,,,737NG 91MER/W,B739,A4O-BK
abf3da,1662058913.0,,1662061039,,SWA3058 ,,,KBWI,,737-8H4,B738,N8699A
151d89,1662035315.0,,1662045642,,AFL1069 ,,,UUEE,,737-8LJ ,B738,RA-73097
ab417a,1661991059.0,,1662001641,,UAL589  ,KDEN,,KRIC,,A319-131,A319,N824UA
c0712e,1662028238.0,,1662046978,,WJA391  ,CYHZ,,CFQ7,,737-7CT (Boeing),B737,C-GQWJ
a32861,1661994817.0,,1662003535,,AAL380  ,KMIA,,KEWR,,737-8,,N302SS
75823e,1662028595.0,,1662031657,,PAL1988 ,,,RPLL,,A320 214,A320,RP-C8620
a0f6b9,1662034009.0,,1662036508,,SKW3883 ,KATW,,KMSP,,CL-600-2D24,CRJ9,N161PQ
4bb183,1662056025.0,,1662058432,,THY5PN  ,,,,,B787-9,,TC-LLC
a12701,1662044010.0,,1662045056,,N1732S  ,3TE3,,KADS,,172S,,N1732S
a31076,1662051040.0,,1662054927,,N297LA  ,KORL,,KORL,,DA 40 NG,,N297LA
a2ca64,1662000764.0,,1662010889,1662010941.0,UAL970  ,,KORD,LIRF,LIRF,787-8,B788,N27908
710116,1661990412.0,,1661993024,,SVA590  ,,,OMDB,,A320 214SL,A320,HZ-AS54
49d4dc,1662041266.0,1662041215.0,1662042565,1662042570.0,OKTKJ   ,LKHK,LKTB,LKTB,LDLO,Pilatus PC-12 NGX,PC12,OK-TKJ
ab4151,1662072390.0,,1662074789,,SKW4032 ,KMSP,,KATW,,CL-600-2D24,CRJ9,N824SK
39cea9,1662046202.0,1662046203.0,1662053092,1662053088.0,TVF96KJ ,LFPO,LFPO,LIBD,LIBD,,,
76aa71,1662039099.0,,1662040516,,JSA688  ,WMKK,,WSAG,,A320 232SL,A320,9V-JSQ
a6ccd9,1662062486.0,,1662063165,,N5370U  ,,,PANC,,U206G,,N5370U
403da2,1662039941.0,,1662042289,,GTALH   ,EGBM,,EGCW,,PIPER PA-28-181 Cherokee Archer Ii,P28A,G-TALH
a39fb1,1662053025.0,,1662057273,,UAL1529 ,KDEN,,,,737-824,B738,N33203
ab400f,1662002251.0,,1662007107,,DAL2889 ,KATL,,KBWI,,737-932ER,B739,N824DN
89914d,1662035315.0,,1662036113,,MDA792  ,,,RCMQ,,ATR 72-600,AT76,B-16858 
