icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
0d0cce,1662154210.0,,1662155219,,VOI705  ,,,,,A320-271N,,XA-VRO
4c808f,1662093562.0,,1662098266,,CYP310  ,LCLK,,LGAV,,,,
392ae8,1662127492.0,1662127493.0,1662131890,1662131887.0,AFR16BD ,EDDM,EDDM,LFPG,LFPG,Airbus A320 214,A320,F-GKXI
a30a0e,1662133441.0,,1662141741,,SWA487  ,KOMA,,KLAS,,737-7H4,B737,N295WN
48ca00,1662119316.0,,1662129966,,SPTRA   ,EPKP,,EPBC,,,,
ac15a9,1662159009.0,,1662161388,,STV8    ,,,KF69,,FALCON 900EX,F9EX,N878SL
a32492,1662120081.0,,1662137435,,N301RT  ,,,KHND,,PA-32R-301T,,N301RT
45206c,1662135066.0,,1662141264,1662141204.0,GPX532  ,,BKPR,EDDS,EDDS,,,
a2de7e,1662087831.0,,1662091430,,SKW3800 ,KSEA,,KBOI,,ERJ 170-200 LL,,N284SY
801431,1662127231.0,,1662134909,,IGO234  ,VECC,,VOMM,,Airbus A320-251N,A20N,VT-ISV
86ef06,1662130836.0,,1662150735,,ANA850  ,VTBS,,RJTT,,787 9,B789,JA894A
a06624,1662147812.0,,1662149864,,N1249C  ,9WI8,,KC29,,SR20,,N1249C
4bb187,1662097221.0,,1662142546,,THY73G  ,,,KSFO,,Boeing 787-9 Dreamliner,B789,TC-LLG
a891fd,1662134884.0,,1662138746,,RPA3449 ,KEWR,,KRDU,,ERJ 170-100 SE,E170,N651RW
7c725f,1662097721.0,,1662099818,,WVL     ,,,YTMU,,Piper PA-30 Twin Comanche,PA30,VH-WVL
405b65,1662141564.0,,1662145761,,EZY79UT ,EGKK,,LSGG,,AIRBUS A319-111,A319,G-EZDL
e482ed,1662134315.0,,1662135284,,PRDIZ   ,SDRK,,SDAM,,A.109 S Grand,A109,PR-DIZ
346612,1662102936.0,,1662105501,,VOE17VA ,,LIBP,LICZ,LICC,Airbus A320-216,A320,EC-NOQ
a46d8f,1662083853.0,,1662090623,,UAL649  ,KDEN,,OR29,,737-924ER,B739,N38473
407575,1662129759.0,1662129761.0,1662138488,1662138632.0,EZY73QP ,LPFR,LPFR,EGKK,EGKK,A320-214,A320,G-EZRZ
484b92,1662146220.0,1662146221.0,1662149959,1662149958.0,KLM71Q  ,EHAM,EHAM,LSZH,LSZH,737NG 7K2/W,B737,PH-BGL
4a5653,1662142996.0,,1662148498,,ASL51E  ,LYBE,,LSZH,,,,
a5e3e4,1662118959.0,,1662125877,,EDV4927 ,KLGA,,KBNA,,CL-600-2D24,,N479PX
4cc401,1662146205.0,1662146206.0,1662151600,1662151599.0,BCS71R  ,EYVI,EYVI,EDDP,EDDP,,B734,TF-BBO
3c458e,1662114570.0,,1662157135,,BOX523  ,VHHH,,EDDP,,777-F,B77L,D-AALN
a96be5,1662159677.0,,1662162554,,N706LU  ,VG25,,VG25,,172S,,N706LU
a3c649,1662131927.0,,1662144179,,AAL1192 ,KMIA,,TBPB,,737-8,,N342RX
40753d,1662101397.0,1662101398.0,1662108688,1662108728.0,TOM1MD  ,EGGD,EGGD,LEIB,LEIB,Boeing 737 MAX 8,B38M,G-TUMA
151d43,1662117998.0,,1662145130,,NWC9052 ,UWWW,,UUDD,,Airbus A321-251NX,A21N,RA-73027
abc907,1662126087.0,,1662126696,,N859CP  ,KSUA,,KX58,,172R,,N859CP
a6c630,1662140291.0,,1662141862,,N5356F  ,32LS,,MS99,,PA-28-151,,N5356F
c01238,1662121407.0,,1662124974,,TGO988  ,CYOW,,,,C90A (Beech),BE9L,C-FGXJ
a54d0a,1662137928.0,,1662141101,,OXF1296 ,KRYN,,KCHD,,PA-28-181,,N4400W
a9d425,1662144106.0,,1662147439,,N732TC  ,KRYY,,KSCX,,T210M,,N732TC
a448d1,1662122566.0,,1662129737,,UAL2121 ,KIAH,,KORD,,737-9,,N37502
4ac9ea,1662143100.0,,1662147428,,SAS4124 ,ENGM,,ENBO,,320-251N,A20N,SE-ROJ
899132,1662116119.0,,1662116826,,UIA8729 ,RCSS,,,,ATR 72 600,AT76,B-17003
a8e43a,1662130910.0,,1662132872,,N672MA  ,KLOT,,KLOT,,172R,,N672MA
884213,1662083955.0,,1662085120,,BKP104  ,,,VTBS,,A319 132,A319,HS-PPS
a66695,1662155028.0,,1662160552,,EJA511  ,,,KSGR,,680A,,N511QS
152018,1662095240.0,,1662104395,,AFL2953 ,,,,,,A320,
a6bac6,1662131845.0,,1662134603,,N5324G  ,7TX5,,KLBB,,172S,,N5324G
a0681c,1662138873.0,,1662149233,,AAL1755 ,KCLT,,KRAP,,A320-214,A320,N125UW
ad2862,1662076150.0,,1662084833,,AAL1948 ,KDFW,,KSAN,,737-823,B738,N947NN
e8408d,1662152846.0,,1662154609,,RER873  ,SEAS,,,,737-5Y0 ,B735,HC-CUH
aa4252,1662145848.0,,1662157899,,JBU276  ,TJSJ,,K4B8,,A320-232,A320,N760JB
c00f8e,1662131340.0,,1662132112,,MAL8051 ,CYVR,,CYCD,,SBA120 (Sundance),,C-FFXD
40768d,1662152220.0,,1662159978,,EZY26HM ,LEAL,,EGKK,,321-251NX,A21N,G-UZMF
aa6dd8,1662090823.0,,1662092982,,EMD28   ,SC43,,,,B200,BE20,N771MG
a40ddd,1662110435.0,,1662113939,,SNC1612 ,KSDF,,5IS4,,SHORTS SD3-60,SH36,N360SA
401da3,1662141662.0,,1662142677,,GBGIY   ,,,EGPF,,REIMS CESSNA F172N Skyhawk,C172,G-BGIY
a9cecf,1662081516.0,,1662132879,,AAL292  ,KJFK,,VIDP,,777-323ER,B77W,N731AN
a9e72b,1662160735.0,,1662161447,,N737XT  ,KMGJ,,KMGJ,,172N,,N737XT
ad520d,1662116798.0,,1662138270,,N9577Z  ,FL36,,GA20,,172R,,N9577Z
39c807,1662124110.0,,1662128523,,FHSAH   ,LFOU,,LFOU,,,,
c02029,1662120990.0,,1662135543,,MAL8092 ,CYVR,,CYYZ,,757-2B7 (Boeing),B752,C-FMEQ
155c36,1662123787.0,,1662129852,,SDM6237 ,ULLI,,UWWT,,Sukhoi Superjet 100-95B,SU95,RA-89142
a54d50,1662133634.0,,1662137639,,OXF1890 ,KAVQ,,KFFZ,,PA-28-181,,N4402W
a591a4,1662079688.0,,1662082273,,UPS963  ,KRNO,,KSJC,,757-24APF,B752,N458UP
a11fda,1662123784.0,,1662124790,,N1714T  ,UT48,,UT48,,172S,,N1714T
a9d238,1662137243.0,,1662148983,,N7318F  ,KPAO,,KHHR,,PA-28-140,,N7318F
c07c7b,1662143134.0,,1662161832,,ACA777  ,CYUL,,KLAX,,A220-300,,C-GVDQ
7c769b,1662094565.0,,1662098148,,XPP     ,YMEN,,YRKE,,Diamond DA40,DA40,VH-XPP
a26bac,1662075459.0,,1662076874,,N255SL  ,KRDU,,KCPK,,60,LJ60,N255SL
478690,1662095818.0,,1662106466,,SAS4621 ,ENGM,,LEBL,,737NG 883/W,B738,LN-RRH
484f80,1662097284.0,,1662101836,,KLM1084 ,EICK,,EHAM,,EMB-190 STD,E190,PH-EZX
407c2d,1662119163.0,,1662121211,,LDG24   ,EGTK,,EGTK,,Diamond DA42 NG Twin Star,DA42,G-LDGG
ab5867,1662085193.0,1662085194.0,1662116650,1662116911.0,AAL48   ,KDFW,KDFW,LFPG,LFPG,787-9,B789,N830AN
a7e151,1662087760.0,,1662089688,,ASA9672 ,,,PANC,,737-790,B737,N607AS
a1fc3f,1662123912.0,,1662127239,,N227NS  ,KTPF,,,,PC-12/47,PC12,N227NS
e48eb9,1662145372.0,,1662150280,,AZU2020 ,SBKP,,,,EMB-195 AR,E195,PR-AXW
a284b5,1662074226.0,,1662080969,,SWA3439 ,KDEN,,KBUR,,737-7H4,B737,N261WN
a96823,1662090484.0,,1662092629,,SKQ30   ,,,KBNA,,PC-12/47,PC12,N705LH
ac60ea,1662156099.0,,1662157635,,N897SE  ,OK77,,KPWA,,EC 130 T2,,N897SE
401e36,1662130178.0,,1662133642,,GBHFI   ,EGNH,,EGNH,,REIMS CESSNA F152,C152,G-BHFI
a44362,1662137977.0,,1662141150,,N374HM  ,KIAD,,KSWF,,HAWKER 900XP,H900,N374HM
ad2833,1662120873.0,,1662126875,,ASH5850 ,KMLI,,KDFW,,CL-600-2D24,CRJ9,N947LR
4ca25b,1662096802.0,1662096812.0,1662101659,1662101648.0,RYR4NB  ,EIDW,EIDW,EBBR,EBBR,BOEING 737-8AS,B738,EI-DHF
a38527,1662141330.0,,1662143754,,FFT3    ,KMCO,,,,A320-251N,,N326FR
ab236f,1662091005.0,,1662096958,,N817AT  ,,,KGKY,,PA-44-180,,N817AT
a0eef6,1662144951.0,,1662153822,,N1597L  ,7MD8,,ME33,,F33A,,N1597L
8880e0,1662108093.0,,1662109746,,HVN214  ,,,,,787 9,B789,VN-A862
ac7aaa,1662147285.0,,1662149264,,KEN4444 ,KORS,,KBFI,,208B,C208,N903DP
4ba66b,1662124204.0,,1662126279,,TCISK   ,LTFM,,,,,,
a46cc4,1662119520.0,,1662120248,,N3842   ,KMRT,,KOSU,,EC 135 P2,EC35,N3842
898008,1662094033.0,,1662131949,,ANG10   ,YBBN,,RPLL,,737NG 86Q/W,B738,P2-PXC
4d20f3,1662125400.0,,1662134739,,HYP011  ,EGGP,,LEMG,,Hawker 750,H750,9H-BSA
a61afb,1662117722.0,,1662118896,,N4928E  ,KVGT,,KVGT,,172N,,N4928E
a51a6c,1662078485.0,,1662079404,,N428MB  ,,,KHSV,,SEAREY LSA,,N428MB
a8b3d4,1662132718.0,,1662140203,,N66W    ,KSLI,,KSLI,,U-21A Ute (A90-1),U21,N66W
484b2a,1662099459.0,,1662103240,,TRA56B  ,EHEH,,EKCH,,737NG 8K2/W,B738,PH-HSA
aacc32,1662075786.0,,1662082734,,SKW5525 ,KDEN,,KMKE,,CL-600-2C10,CRJ7,N795SK
4784e7,1662132967.0,,1662134365,,SAS1326 ,ENGM,,,,737NG 85P/W,B738,LN-RRG
aaa9f0,1662133231.0,,1662133881,,N78650  ,KMLI,,KDVN,,172K,,N78650
a0b3a4,1662149582.0,,1662151484,,5271    ,,,KT82,,560XL,C56X,N144XL
ae222e,1662072996.0,,1662084001,,SCORE84 ,KNHK,,KNHK,,P-8A Poseidon,P8,167953
344481,1662095885.0,,1662098962,,IBE30BA ,LEMD,,LEBL,,A320 216SL,A320,EC-LXQ
71be38,1662062524.0,,1662104645,,KAL018  ,KLAX,,RKSI,,747 8B5,B748,HL7638
a3c8cb,1662083980.0,,1662089529,,DAL1450 ,KDFW,,KATL,,A321-211,,N343DN
503e44,1662092111.0,,1662094743,,CFG7VH  ,EDDM,,,,Airbus A320-232,A320,LY-VUT
a038ff,1662088126.0,,1662090135,,SKW4682 ,,,,,ERJ 170-200 LR,E75L,N113SY
a75fc4,1662142949.0,,1662145261,,N5741D  ,PASX,,3AK5,,PA-22-150,,N5741D
a52c31,1662139301.0,,1662140143,,SKW5457 ,6MI6,,KORD,,CL-600-2B19,CRJ2,N432SW
a506d5,1662076510.0,,1662087926,,ASA593  ,KSEA,,PANC,,737-990ER,B739,N423AS
a1e52a,1662158824.0,,1662162852,,EPI578  ,KEVB,,KEVB,,172S,,N221EP
4b442e,1662106115.0,,1662108635,,HBZVI   ,LSZL,,LSZA,,AS-350B3e (H125),AS50,HB-ZVI
a26738,1662160453.0,,1662162928,,JSX304  ,KLAS,,KSNA,,EMB-135LR,E135,N254JX
8013ba,1662112115.0,,1662113930,,VTPRY   ,,,VIDP,,Hawker 900XP,H25B,VT-PRY
50101e,1662107070.0,1662107071.0,1662115516,,AWT222  ,EGSS,EGSS,,LATI,Boeing 737-46J,B734,ZA-ALB
a3ff97,1662135304.0,,1662140457,,N357JA  ,KTZR,,KTZR,,,,
a1edb9,1662143343.0,,1662144840,,N223SC  ,,,KSUS,,,,
a4d9d8,1662080328.0,,1662083289,,SWA241  ,KLAS,,KBUR,,737-7H4,B737,N411WN
a4414a,1662111408.0,,1662114205,,DAL2692 ,KGSO,,KATL,,737-832,B738,N3730B
485870,1662121332.0,1662121337.0,1662125980,1662125979.0,KLM1623 ,EHAM,EHAM,LIML,LIML,ERJ-175STD,E75L,PH-EXU
8963d8,1662096739.0,,1662115369,,UAE40NA ,OMDB,,LOWW,,777 31HER,B77W,A6-EPI
151ecb,1662082950.0,,1662089626,,SBI1160 ,USPP,,UUDD,,,,RA-73419
a03f6e,1662080363.0,,1662082599,,N115GT  ,IA03,,IA94,,114TC,,N115GT
407179,1662130099.0,1662130100.0,1662144197,1662144249.0,EXS43UB ,EGSS,EGSS,LCPH,LCPH,,,
7c1b35,1662113054.0,,1662115029,,VOZ1728 ,,,YPPH,,F28 MK 0100,F100,VH-FNR
4bb856,1662133803.0,,1662136788,1662136813.0,PGT29H  ,,LGAV,LTFJ,LTFJ,Airbus A320-251N,A20N,TC-NBV
a058e2,1662116756.0,,1662121979,,N121RB  ,KMGY,,KERI,,SR22,,N121RB
040103,1662151367.0,,1662160393,,ETH506  ,SBMT,,SAEZ,,B787-8,B788,ET-ASI
a60dd4,1662140270.0,,1662141729,,N49AW   ,,,3AK4,,DHC-3,DH3T,N49AW
a9cd9f,1662128730.0,,1662129555,,N73010  ,KGAI,,KGAI,,172M,,N73010
a6c88e,1662137589.0,,1662145073,,AAL1977 ,KSAT,,,,A321-231,A321,N536UW
a9762b,1662130809.0,,1662131611,,N709BW  ,1ID4,,KMAN,,VANS AIRCRAFT RV-6,,N709BW
8964bf,1662117533.0,,1662128386,,ETD224  ,OMAA,,VIDP,,787 9,B789,A6-BLO
a982d6,1662130201.0,,1662137599,,N7115L  ,KRIC,,KJQF,,PA-28-181,,N7115L
ace073,1662141281.0,,1662150622,,N929JT  ,,,KLUK,,525,C525,N929JT
4bb06a,1662122610.0,,1662127097,,THY614  ,,,LTFM,,Boeing 737 MAX 8,B38M,TC-LCJ
440c34,1662114386.0,1662114389.0,1662121378,1662121590.0,EJU64UH ,EDDB,EDDB,LBWV,LBWN,Airbus A320-251N,A20N,OE-LSI
47a531,1662105817.0,1662105819.0,1662112915,1662112914.0,NOZ28V  ,ENBR,ENBR,EPKK,EPKK,737NG 8JP/W,B738,LN-NGS
a7ad84,1662121691.0,,1662125078,,DAL859  ,KATL,,KMCO,,757-351,B753,N594NW
a5d26b,1662120005.0,,1662120806,,N47404  ,,,KGWW,,PA-34-200T,,N47404
0d0bb8,1662154996.0,,1662159097,,VIV3106 ,,,MMTJ,,Airbus A320-271N,A20N,XA-VIS
a949dd,1662151590.0,,1662154117,,EJA698  ,,,KMDW,,560XL,C56X,N698QS
a04abf,1662146940.0,,1662149429,,N118JM  ,KTEB,,KHTO,,AW139,,N118JM
48c2a8,1662128802.0,1662128803.0,1662131999,1662131995.0,RYR4091 ,LHBP,LHBP,LKPR,LKPR,Boeing 737 MAX 8-200,B38M,SP-RZI
440c8c,1662116151.0,,1662125962,,AUA8TB  ,LOWW,,LCLK,,A321 111,A321,OE-LBA
ad3906,1662129953.0,,1662140170,,N951GT  ,KVDF,,KSCD,,PA-32-300,,N951GT
86351c,1662114814.0,,1662117775,,SNJ65   ,RJTT,,,,737NG 881/W,B738,JA67AN
4d2286,1662127788.0,,1662132035,,RYR7PJ  ,EDDB,,EYVI,,Boeing 737-8AS (W),B738,9H-QDP
800d34,1662099360.0,,1662101127,,IGO722  ,,,VOBL,,Airbus A320-271N,A20N,VT-IZK
a09922,1662161619.0,,1662162437,,TNKR210 ,,,,,737-3H4,,N138CG
a2597f,1662128782.0,,1662131999,,SWA2835 ,KSTL,,KOMA,,737-7H4,B737,N250WN
3444d1,1662127959.0,1662127961.0,1662133018,1662133017.0,VLG1HF  ,LEBL,LEBL,LSGG,LSGG,A320 214,A320,EC-MBE
3c4dcc,1662135478.0,1662135479.0,1662139709,1662139698.0,DLH2184 ,EDDM,EDDM,EDXW,EDXW,CRJ 900 LR NG,CRJ9,D-ACNL
7c6af4,1662101251.0,,1662104099,,VEU     ,YBBN,,YSCH,,Metro 23,SW4,VH-VEU
880c46,1662128605.0,,1662138568,,AIQ153  ,VTBD,,VOMM,,,,
aa1b9a,1662095778.0,,1662096803,,SWA2342 ,KDEN,,KCOS,,737-7H4,B737,N750SA
a655d7,1662074583.0,,1662079076,,VOI822  ,MMTJ,,,,A320-233,A320,N507VL
a123e3,1662119495.0,,1662131699,,UAL1130 ,KEWR,,,,737-8,,N17265
34648a,1662156458.0,,1662161925,,BCS417  ,,,EBMB,,Boeing 737-406(SF),B734,EC-NMK
a24160,1662140207.0,,1662146568,,N2441K  ,,,KSGR,,441,C441,N2441K
48c2a9,1662115393.0,,1662123115,1662123087.0,RYR4KC  ,,LEVC,LOWW,LOWW,Boeing 737 MAX 8-200,B38M,SP-RZK
a34ae6,1662124932.0,,1662129233,,DAL2849 ,KPHX,,KSLC,,BD-500-1A11,,N311DU
a0f4f6,1662147525.0,,1662154625,,DAL422  ,KATL,,KBOS,,767-332,B763,N16065
4bccaf,1662127101.0,,1662139062,1662139058.0,SXS12G  ,,LTAC,EBBR,EBBR,Boeing 737NG 8HC/W,B738,TC-SEO
4baac1,1662091272.0,,1662095451,,THY2UX  ,,,LCEN,,737NG 8F2/W,B738,TC-JVA
a41a75,1662157502.0,,1662160514,,TGATA   ,,,MGGT,,,,
484b91,1662102007.0,1662102020.0,1662107720,1662107719.0,KLM23C  ,EHAM,EHAM,ESSA,ESSA,737NG 7K2/W,B737,PH-BGK
151d94,1662115951.0,,1662120314,,AFL1212 ,UUEE,,UWWT,,737-8LJ ,B738,RA-73108
86781e,1662154802.0,,1662159498,,JAL303  ,RJTT,,RJFF,,777 246ER,B772,JA710J
ad129d,1662143469.0,,1662147864,,N941TW  ,KCCR,,KCCR,,172P,,N941TW
a24bf8,1662154863.0,,1662155647,,N247WD  ,KAPA,,,,FALCON 2000,F2TH,N247WD
a0053e,1662148886.0,,1662152226,,RVJ100  ,KPSM,,KBLM,,400A,BE40,N100FN
a5dad9,1662128546.0,,1662131649,,N4768E  ,KRYN,,4AZ0,,172N,,N4768E
acf344,1662149682.0,,1662152394,,ASH6134 ,,,,,ERJ 170-200 LR,E75L,N93305
ac27c1,1662115021.0,,1662119634,,N8821C  ,,,KHIO,,GULFSTREAM G150,G150,N8821C
a0235a,1662157384.0,,1662158468,,N108KN  ,KSBA,,KVNY,,Learjet 45 XR,LJ45,N108KN
ab8c37,1662077283.0,,1662085986,,AAL2747 ,KSAN,,KDFW,,737-823,B738,N843NN
a0acf9,1662139473.0,,1662149459,,UAL1276 ,KLAX,,,,737-824,B738,N14231
a96a7d,1662135202.0,,1662137546,,N7057Q  ,KCBF,,KCBF,,172L,,N7057Q
a380b5,1662142286.0,,1662143518,,N32480  ,KPSM,,KBVY,,PA-28-180,,N32480
739527,1662099228.0,,1662099834,,4XHYI   ,LLEK,,LLEK,,Aeroprakt A-32 Vixxen,AP32,4X-HYI
a063db,1662125052.0,,1662130458,,N124PH  ,KSLC,,KSLC,,172N,,N124PH
7c80ae,1662105480.0,,1662106878,,RXA4537 ,,,YPAD,,,,
7c74e2,1662083137.0,,1662085687,,XDG     ,YSCB,,YHAE,,,,
acaf0b,1662071459.0,,1662078236,,EDV4780 ,KMKE,,KLGA,,CL-600-2D24,CRJ9,N916XJ
aae3ba,1662124505.0,,1662133925,,N800VB  ,KRWI,,KRWI,,690C,,N800VB
151e65,1662094816.0,,1662098296,,NWS011  ,,,,,Boeing 737-82R,B738,RA-73317
02008b,1662161298.0,,1662162560,,RAM1415 ,,,GMMN,,737NG 8B6/W,B738,CN-ROS
a5b041,1662134556.0,,1662135336,,N466DS  ,84NC,,8NC6,,7GCAA,,N466DS
aacc32,1662150451.0,,1662152334,,SKW5866 ,KORD,,KIND,,CL-600-2C10,CRJ7,N795SK
a66171,1662140797.0,,1662146911,,FTD510  ,KDAL,,KPDK,,60,LJ31,N510AB
880454,1662088381.0,,1662089559,,AIQ3030 ,,,VTBD,,A320 216,A320,HS-ABT
a992e4,1662137791.0,,1662140692,,FFT164  ,,,KMCO,,A321-211,A321,N716FR
ad61de,1662137749.0,,1662142571,,SWA258  ,KABQ,,KAUS,,737-7H4,B737,N961WN
344692,1662141073.0,,1662144357,,VLG4ZR  ,LEBL,,LFMN,,A320 232SL,A320,EC-MER
49d2b9,1662088557.0,1662088792.0,1662094826,,TVS5LP  ,LKPR,LKPR,LBWV,LBWN,737NG 7Q8,B737,OK-SWW
aa0d7d,1662120069.0,,1662121283,,N747KS  ,EDDH,,ETNL,,510,C510,N747KS
a08459,1662154638.0,,1662158659,,N132TS  ,KLGU,,KLGU,,DA 42,,N132TS
a92409,1662132568.0,,1662135189,,N6885U  ,KERV,,KERV,,M20C,,N6885U
7c6dd4,1662101471.0,,1662105357,,QFA690  ,YPAD,,YMML,,737NG 838/W,B738,VH-VZA
ab674d,1662128192.0,,1662130404,,EDV5393 ,,,KATL,,CL-600-2B19,CRJ2,N834AY
4ca859,1662133267.0,1662133248.0,1662141081,1662141148.0,RYR6352 ,EBCI,EBCI,LBLS,LBSF,BOEING 737-8AS,B738,EI-EMR
a8d249,1662132060.0,,1662134489,,DAL1398 ,KATL,,KBNA,,757-232,B752,N668DN
899013,1662109452.0,,1662152152,,CAL006  ,RCTP,,KLAX,,A350 941,A359,B-18903
a443f8,1662155242.0,,1662156171,,XSN37   ,KCCR,,KSTS,,PC-12/47E,,N374PM
aa9f97,1662154034.0,,1662155279,,XLJ784  ,KEUG,,KHIO,,45,LJ40,N784CC
a24fb8,1662088222.0,,1662092246,,SWA2536 ,KSAN,,KSMF,,737-7H4,B737,N248WN
a6a5ea,1662114982.0,,1662137155,,N5274Y  ,KMMU,,36AL,,T210N,,N5274Y
80057b,1662074523.0,,1662077985,,AIC823  ,VIDP,,,,A321 211,A321,VT-PPW
ad3968,1662125190.0,,1662131840,,ASH5759 ,KSDF,,KDFW,,CL-600-2D24,CRJ9,N951LR
a63983,1662139795.0,,1662146895,,N50VS   ,KIWS,,KJWN,,550,C550,N50VS
47bf9d,1662137263.0,,1662138525,,FOX677  ,,,ENGM,,,,
a8f728,1662134551.0,,1662137617,,EJA677  ,KOXC,,KBWI,,680A,C56X,N677QS
a3a87f,1662146597.0,,1662151240,,N335BD  ,KLAS,,KSMO,,SR22T,,N335BD
494116,1662119260.0,,1662122975,1662122940.0,NJE145Y ,,LFTH,EDDS,EDDS,,,
407d33,1662112655.0,1662112656.0,1662115793,1662115792.0,GSRTW   ,EGBT,EGBT,EGNR,EGNR,,,
a2bff6,1662131104.0,,1662132190,,N2766F  ,1TE4,,1TE4,,182J,,N2766F
4cac62,1662100189.0,1662100190.0,1662106585,1662106584.0,ABR258  ,LIRF,LIRF,LFPG,LFPG,Boeing 737-86N(SF),B738,EI-AZA
a323eb,1662146675.0,,1662148090,,N301KA  ,K3GM,,35MI,,PA-32R-301,,N301KA
7c2f4b,1662085872.0,,1662088248,,JML     ,YLIS,,YLIS,,58,BE58,VH-JML
8014de,1662145713.0,,1662156639,,IGO1406 ,OMSJ,,,,,,
8681aa,1662103784.0,,1662106792,,SKY112  ,RJBE,,RJTT,,737NG 8FZ/W,B738,JA73NC
a6d484,1662153304.0,,1662154241,,N5392K  ,KLNS,,PA55,,NAVION B,,N5392K
8681bd,1662108213.0,,1662113143,,SKY021  ,RJTT,,RJFF,,737NG 86N/W,B738,JA73NX
8964a0,1662102468.0,,1662106584,,UAE820  ,,,OMDB,,                                                                       Boeing 777-300(ER),B77W,A6-EQH
a8a3ce,1662130605.0,,1662133280,,JBU322  ,,,KMCO,,A320 232,A320,N656JB
7c6d2f,1662085380.0,,1662087412,,VOZ609  ,YBBN,,,,737-8FE,B738,VH-VUP
a8f9f2,1662109920.0,,1662112725,,FDX1506 ,,,SC33,,A300 F4-605R,A306,N678FE
ae0400,1662120214.0,,1662121093,,CATS33  ,RKSO,,RKSO,,,,
abec03,1662086956.0,,1662090493,,SWA1235 ,KBWI,,KMHT,,737-8H4,B738,N8676A
a298c9,1662138559.0,,1662139370,,N2668T  ,17TE,,K5C1,,PA-28-180,,N2668T
151d92,1662144514.0,,1662150938,,AFL1406 ,UUEE,,USSS,,,B738,RA-73106
a09cbf,1662138588.0,,1662141705,,N139BF  ,KBTF,,KBTF,,SPORTCRUISER,,N139BF
aa18e3,1662135054.0,,1662137997,,TN75NG  ,KHWD,,,,PC-12/47E,PC12,N75NG
896212,1662119552.0,,1662129451,,UAE517  ,VIDP,,OMDB,,777 31HER,B77W,A6-EGQ
ac0543,1662143780.0,,1662145450,,SKW4244 ,,,KMSP,,CL-600-2B19,CRJ2,N874AS
aa7ba7,1662085465.0,,1662122427,,AAL996  ,SAEZ,,KDFW,,777-223,B772,N775AN
